"","code","name","namew","type","parent","parent_type"
"55547","N21000660","BT808NP",NA,"postcode","N21000660","sdz"
"55548","N21000660","BT808NQ",NA,"postcode","N21000660","sdz"
"55549","N21000660","BT808NR",NA,"postcode","N21000660","sdz"
"55550","000000000","BT808NS",NA,"postcode","000000000","sdz"
"55551","N21000659","BT808NT",NA,"postcode","N21000659","sdz"
"55552","N21000659","BT808NU",NA,"postcode","N21000659","sdz"
"55553","N21000660","BT808NW",NA,"postcode","N21000660","sdz"
"55554","N21000660","BT808NX",NA,"postcode","N21000660","sdz"
"55555","N21000660","BT808NY",NA,"postcode","N21000660","sdz"
"55556","N21000660","BT808NZ",NA,"postcode","N21000660","sdz"
"55557","N21000660","BT808PA",NA,"postcode","N21000660","sdz"
"55558","000000000","BT808PB",NA,"postcode","000000000","sdz"
"55559","N21000660","BT808PD",NA,"postcode","N21000660","sdz"
"55560","N21000660","BT808PE",NA,"postcode","N21000660","sdz"
"55561","N21000659","BT808PF",NA,"postcode","N21000659","sdz"
"55562","N21000659","BT808PG",NA,"postcode","N21000659","sdz"
"55563","N21000660","BT808PH",NA,"postcode","N21000660","sdz"
"55564","N21000659","BT808PJ",NA,"postcode","N21000659","sdz"
"55565","N21000659","BT808PL",NA,"postcode","N21000659","sdz"
"55566","N21000659","BT808PN",NA,"postcode","N21000659","sdz"
"55567","N21000661","BT808PP",NA,"postcode","N21000661","sdz"
"55568","N21000659","BT808PQ",NA,"postcode","N21000659","sdz"
"55569","000000000","BT808PR",NA,"postcode","000000000","sdz"
"55570","N21000661","BT808PS",NA,"postcode","N21000661","sdz"
"55571","N21000661","BT808PT",NA,"postcode","N21000661","sdz"
"55572","N21000661","BT808PU",NA,"postcode","N21000661","sdz"
"55573","N21000659","BT808PW",NA,"postcode","N21000659","sdz"
"55574","N21000659","BT808PX",NA,"postcode","N21000659","sdz"
"55575","N21000664","BT808PY",NA,"postcode","N21000664","sdz"
"55576","N21000661","BT808PZ",NA,"postcode","N21000661","sdz"
"55577","N21000661","BT808QA",NA,"postcode","N21000661","sdz"
"55578","N21000663","BT808QB",NA,"postcode","N21000663","sdz"
"55579","N21000659","BT808QD",NA,"postcode","N21000659","sdz"
"55580","N21000659","BT808QE",NA,"postcode","N21000659","sdz"
"55581","N21000659","BT808QF",NA,"postcode","N21000659","sdz"
"55582","N21000659","BT808QG",NA,"postcode","N21000659","sdz"
"55583","N21000659","BT808QH",NA,"postcode","N21000659","sdz"
"55584","N21000665","BT808QJ",NA,"postcode","N21000665","sdz"
"55585","N21000661","BT808QL",NA,"postcode","N21000661","sdz"
"55586","N21000659","BT808QN",NA,"postcode","N21000659","sdz"
"55587","N21000661","BT808QP",NA,"postcode","N21000661","sdz"
"55588","N21000664","BT808QQ",NA,"postcode","N21000664","sdz"
"55589","N21000659","BT808QR",NA,"postcode","N21000659","sdz"
"55590","N21000665","BT808QS",NA,"postcode","N21000665","sdz"
"55591","N21000663","BT808QT",NA,"postcode","N21000663","sdz"
"55592","N21000665","BT808QU",NA,"postcode","N21000665","sdz"
"55593","N21000660","BT808QW",NA,"postcode","N21000660","sdz"
"55594","N21000659","BT808QX",NA,"postcode","N21000659","sdz"
"55595","N21000665","BT808QY",NA,"postcode","N21000665","sdz"
"55596","N21000665","BT808QZ",NA,"postcode","N21000665","sdz"
"55597","N21000665","BT808RA",NA,"postcode","N21000665","sdz"
"55598","N21000661","BT808RB",NA,"postcode","N21000661","sdz"
"55599","N21000659","BT808RD",NA,"postcode","N21000659","sdz"
"55600","N21000659","BT808RE",NA,"postcode","N21000659","sdz"
"55601","N21000659","BT808RF",NA,"postcode","N21000659","sdz"
"55602","N21000659","BT808RG",NA,"postcode","N21000659","sdz"
"55603","N21000664","BT808RH",NA,"postcode","N21000664","sdz"
"55604","N21000664","BT808RJ",NA,"postcode","N21000664","sdz"
"55605","N21000664","BT808RL",NA,"postcode","N21000664","sdz"
"55606","N21000659","BT808RN",NA,"postcode","N21000659","sdz"
"55607","N21000659","BT808RP",NA,"postcode","N21000659","sdz"
"55608","N21000664","BT808RQ",NA,"postcode","N21000664","sdz"
"55609","N21000664","BT808RR",NA,"postcode","N21000664","sdz"
"55610","N21000664","BT808RS",NA,"postcode","N21000664","sdz"
"55611","N21000664","BT808RT",NA,"postcode","N21000664","sdz"
"55612","N21000664","BT808RU",NA,"postcode","N21000664","sdz"
"55613","N21000659","BT808RW",NA,"postcode","N21000659","sdz"
"55614","N21000669","BT808RX",NA,"postcode","N21000669","sdz"
"55615","N21000669","BT808RY",NA,"postcode","N21000669","sdz"
"55616","N21000664","BT808RZ",NA,"postcode","N21000664","sdz"
"55617","N21000664","BT808SA",NA,"postcode","N21000664","sdz"
"55618","N21000664","BT808SB",NA,"postcode","N21000664","sdz"
"55619","N21000664","BT808SD",NA,"postcode","N21000664","sdz"
"55620","N21000664","BT808SE",NA,"postcode","N21000664","sdz"
"55621","N21000664","BT808SF",NA,"postcode","N21000664","sdz"
"55622","N21000664","BT808SG",NA,"postcode","N21000664","sdz"
"55623","N21000664","BT808SH",NA,"postcode","N21000664","sdz"
"55624","N21000664","BT808SJ",NA,"postcode","N21000664","sdz"
"55625","N21000669","BT808SL",NA,"postcode","N21000669","sdz"
"55626","N21000669","BT808SN",NA,"postcode","N21000669","sdz"
"55627","N21000662","BT808SP",NA,"postcode","N21000662","sdz"
"55628","N21000664","BT808SQ",NA,"postcode","N21000664","sdz"
"55629","N21000669","BT808SR",NA,"postcode","N21000669","sdz"
"55630","N21000669","BT808SS",NA,"postcode","N21000669","sdz"
"55631","N21000669","BT808ST",NA,"postcode","N21000669","sdz"
"55632","N21000664","BT808SU",NA,"postcode","N21000664","sdz"
"55633","N21000669","BT808SW",NA,"postcode","N21000669","sdz"
"55634","N21000664","BT808SX",NA,"postcode","N21000664","sdz"
"55635","N21000664","BT808SY",NA,"postcode","N21000664","sdz"
"55636","N21000664","BT808SZ",NA,"postcode","N21000664","sdz"
"55637","N21000664","BT808TA",NA,"postcode","N21000664","sdz"
"55638","N21000664","BT808TB",NA,"postcode","N21000664","sdz"
"55639","N21000659","BT808TD",NA,"postcode","N21000659","sdz"
"55640","N21000660","BT808TE",NA,"postcode","N21000660","sdz"
"55641","N21000659","BT808TF",NA,"postcode","N21000659","sdz"
"55642","N21000661","BT808TG",NA,"postcode","N21000661","sdz"
"55643","N21000663","BT808TH",NA,"postcode","N21000663","sdz"
"55644","N21000664","BT808TJ",NA,"postcode","N21000664","sdz"
"55645","N21000665","BT808TL",NA,"postcode","N21000665","sdz"
"55646","N21000664","BT808TN",NA,"postcode","N21000664","sdz"
"55647","N21000664","BT808TP",NA,"postcode","N21000664","sdz"
"55648","N21000659","BT808TQ",NA,"postcode","N21000659","sdz"
"55649","N21000659","BT808TR",NA,"postcode","N21000659","sdz"
"55650","N21000660","BT808TS",NA,"postcode","N21000660","sdz"
"55651","N21000661","BT808TT",NA,"postcode","N21000661","sdz"
"55652","N21000661","BT808TU",NA,"postcode","N21000661","sdz"
"55653","N21000665","BT808TW",NA,"postcode","N21000665","sdz"
"55654","N21000661","BT808TY",NA,"postcode","N21000661","sdz"
"55655","N21000661","BT808TZ",NA,"postcode","N21000661","sdz"
"55656","N21000664","BT808UA",NA,"postcode","N21000664","sdz"
"55657","N21000664","BT808UB",NA,"postcode","N21000664","sdz"
"55658","N21000664","BT808UD",NA,"postcode","N21000664","sdz"
"55659","N21000664","BT808UE",NA,"postcode","N21000664","sdz"
"55660","N21000664","BT808UF",NA,"postcode","N21000664","sdz"
"55661","N21000664","BT808UG",NA,"postcode","N21000664","sdz"
"55662","N21000664","BT808UH",NA,"postcode","N21000664","sdz"
"55663","N21000664","BT808UJ",NA,"postcode","N21000664","sdz"
"55664","N21000664","BT808UL",NA,"postcode","N21000664","sdz"
"55665","N21000664","BT808UN",NA,"postcode","N21000664","sdz"
"55666","N21000669","BT808UP",NA,"postcode","N21000669","sdz"
"55667","N21000664","BT808UQ",NA,"postcode","N21000664","sdz"
"55668","N21000669","BT808UR",NA,"postcode","N21000669","sdz"
"55669","N21000669","BT808UT",NA,"postcode","N21000669","sdz"
"55670","N21000664","BT808UU",NA,"postcode","N21000664","sdz"
"55671","N21000664","BT808UW",NA,"postcode","N21000664","sdz"
"55672","N21000669","BT808UX",NA,"postcode","N21000669","sdz"
"55673","N21000669","BT808UY",NA,"postcode","N21000669","sdz"
"55674","N21000669","BT808UZ",NA,"postcode","N21000669","sdz"
"55675","N21000665","BT808WA",NA,"postcode","N21000665","sdz"
"55676","000000000","BT808WB",NA,"postcode","000000000","sdz"
"55677","N21000665","BT808WD",NA,"postcode","N21000665","sdz"
"55678","N21000665","BT808WE",NA,"postcode","N21000665","sdz"
"55679","N21000665","BT808WF",NA,"postcode","N21000665","sdz"
"55680","N21000669","BT808WG",NA,"postcode","N21000669","sdz"
"55681","N21000661","BT808WH",NA,"postcode","N21000661","sdz"
"55682","N21000661","BT808WJ",NA,"postcode","N21000661","sdz"
"55683","N21000661","BT808WL",NA,"postcode","N21000661","sdz"
"55684","N21000669","BT808WN",NA,"postcode","N21000669","sdz"
"55685","N21000661","BT808WP",NA,"postcode","N21000661","sdz"
"55686","N21000665","BT808WQ",NA,"postcode","N21000665","sdz"
"55687","N21000661","BT808WR",NA,"postcode","N21000661","sdz"
"55688","N21000661","BT808WS",NA,"postcode","N21000661","sdz"
"55689","N21000661","BT808WT",NA,"postcode","N21000661","sdz"
"55690","N21000661","BT808WU",NA,"postcode","N21000661","sdz"
"55691","N21000661","BT808WX",NA,"postcode","N21000661","sdz"
"55692","N21000665","BT808WY",NA,"postcode","N21000665","sdz"
"55693","N21000669","BT808WZ",NA,"postcode","N21000669","sdz"
"55694","N21000664","BT808XA",NA,"postcode","N21000664","sdz"
"55695","N21000669","BT808XB",NA,"postcode","N21000669","sdz"
"55696","N21000664","BT808XD",NA,"postcode","N21000664","sdz"
"55697","N21000664","BT808XE",NA,"postcode","N21000664","sdz"
"55698","N21000660","BT808XF",NA,"postcode","N21000660","sdz"
"55699","N21000661","BT808XG",NA,"postcode","N21000661","sdz"
"55700","N21000661","BT808XH",NA,"postcode","N21000661","sdz"
"55701","000000000","BT808XJ",NA,"postcode","000000000","sdz"
"55702","000000000","BT808XL",NA,"postcode","000000000","sdz"
"55703","N21000659","BT808XN",NA,"postcode","N21000659","sdz"
"55704","N21000663","BT808XP",NA,"postcode","N21000663","sdz"
"55705","N21000661","BT808XQ",NA,"postcode","N21000661","sdz"
"55706","N21000663","BT808XR",NA,"postcode","N21000663","sdz"
"55707","N21000659","BT808XS",NA,"postcode","N21000659","sdz"
"55708","N21000660","BT808XT",NA,"postcode","N21000660","sdz"
"55709","N21000665","BT808XU",NA,"postcode","N21000665","sdz"
"55710","N21000659","BT808XW",NA,"postcode","N21000659","sdz"
"55711","N21000659","BT808XX",NA,"postcode","N21000659","sdz"
"55712","N21000660","BT808XY",NA,"postcode","N21000660","sdz"
"55713","N21000659","BT808XZ",NA,"postcode","N21000659","sdz"
"55714","N21000659","BT808YA",NA,"postcode","N21000659","sdz"
"55715","N21000659","BT808YB",NA,"postcode","N21000659","sdz"
"55716","N21000659","BT808YD",NA,"postcode","N21000659","sdz"
"55717","N21000659","BT808YE",NA,"postcode","N21000659","sdz"
"55718","N21000659","BT808YF",NA,"postcode","N21000659","sdz"
"55719","N21000661","BT808YH",NA,"postcode","N21000661","sdz"
"55720","N21000659","BT808YN",NA,"postcode","N21000659","sdz"
"55721","N21000660","BT808YP",NA,"postcode","N21000660","sdz"
"55722","N21000659","BT808YQ",NA,"postcode","N21000659","sdz"
"55723","N21000659","BT808YR",NA,"postcode","N21000659","sdz"
"55724","N21000659","BT808YS",NA,"postcode","N21000659","sdz"
"55725","N21000659","BT808YU",NA,"postcode","N21000659","sdz"
"55726","N21000659","BT808YW",NA,"postcode","N21000659","sdz"
"55727","N21000665","BT808YX",NA,"postcode","N21000665","sdz"
"55728","N21000659","BT808YY",NA,"postcode","N21000659","sdz"
"55729","N21000664","BT808ZA",NA,"postcode","N21000664","sdz"
"55730","N21000664","BT808ZE",NA,"postcode","N21000664","sdz"
"55731","N21000659","BT808ZF",NA,"postcode","N21000659","sdz"
"55732","000000000","BT808ZH",NA,"postcode","000000000","sdz"
"55733","N21000661","BT808ZL",NA,"postcode","N21000661","sdz"
"55734","N21000664","BT809AA",NA,"postcode","N21000664","sdz"
"55735","N21000664","BT809AB",NA,"postcode","N21000664","sdz"
"55736","N21000664","BT809AD",NA,"postcode","N21000664","sdz"
"55737","N21000664","BT809AE",NA,"postcode","N21000664","sdz"
"55738","N21000664","BT809AF",NA,"postcode","N21000664","sdz"
"55739","N21000664","BT809AG",NA,"postcode","N21000664","sdz"
"55740","N21000664","BT809AH",NA,"postcode","N21000664","sdz"
"55741","N21000664","BT809AJ",NA,"postcode","N21000664","sdz"
"55742","000000000","BT809AL",NA,"postcode","000000000","sdz"
"55743","N21000664","BT809AN",NA,"postcode","N21000664","sdz"
"55744","N21000666","BT809AP",NA,"postcode","N21000666","sdz"
"55745","N21000664","BT809AQ",NA,"postcode","N21000664","sdz"
"55746","N21000665","BT809AR",NA,"postcode","N21000665","sdz"
"55747","N21000664","BT809AS",NA,"postcode","N21000664","sdz"
"55748","N21000666","BT809AT",NA,"postcode","N21000666","sdz"
"55749","N21000666","BT809AU",NA,"postcode","N21000666","sdz"
"55750","000000000","BT809AW",NA,"postcode","000000000","sdz"
"55751","N21000669","BT809AX",NA,"postcode","N21000669","sdz"
"55752","N21000669","BT809AY",NA,"postcode","N21000669","sdz"
"55753","N21000669","BT809AZ",NA,"postcode","N21000669","sdz"
"55754","N21000669","BT809BA",NA,"postcode","N21000669","sdz"
"55755","N21000664","BT809BB",NA,"postcode","N21000664","sdz"
"55756","N21000669","BT809BD",NA,"postcode","N21000669","sdz"
"55757","N21000669","BT809BE",NA,"postcode","N21000669","sdz"
"55758","N21000664","BT809BF",NA,"postcode","N21000664","sdz"
"55759","N21000669","BT809BG",NA,"postcode","N21000669","sdz"
"55760","N21000669","BT809BH",NA,"postcode","N21000669","sdz"
"55761","N21000669","BT809BJ",NA,"postcode","N21000669","sdz"
"55762","N21000669","BT809BL",NA,"postcode","N21000669","sdz"
"55763","N21000669","BT809BN",NA,"postcode","N21000669","sdz"
"55764","N21000669","BT809BP",NA,"postcode","N21000669","sdz"
"55765","N21000669","BT809BQ",NA,"postcode","N21000669","sdz"
"55766","N21000666","BT809BR",NA,"postcode","N21000666","sdz"
"55767","N21000669","BT809BS",NA,"postcode","N21000669","sdz"
"55768","N21000669","BT809BT",NA,"postcode","N21000669","sdz"
"55769","N21000669","BT809BU",NA,"postcode","N21000669","sdz"
"55770","N21000666","BT809BW",NA,"postcode","N21000666","sdz"
"55771","N21000666","BT809BX",NA,"postcode","N21000666","sdz"
"55772","N21000666","BT809BY",NA,"postcode","N21000666","sdz"
"55773","N21000666","BT809BZ",NA,"postcode","N21000666","sdz"
"55774","N21000666","BT809DA",NA,"postcode","N21000666","sdz"
"55775","N21000666","BT809DB",NA,"postcode","N21000666","sdz"
"55776","N21000664","BT809DD",NA,"postcode","N21000664","sdz"
"55777","000000000","BT809DE",NA,"postcode","000000000","sdz"
"55778","000000000","BT809DF",NA,"postcode","000000000","sdz"
"55779","N21000665","BT809DG",NA,"postcode","N21000665","sdz"
"55780","N21000665","BT809DH",NA,"postcode","N21000665","sdz"
"55781","N21000666","BT809DJ",NA,"postcode","N21000666","sdz"
"55782","N21000665","BT809DL",NA,"postcode","N21000665","sdz"
"55783","N21000665","BT809DN",NA,"postcode","N21000665","sdz"
"55784","N21000658","BT809DP",NA,"postcode","N21000658","sdz"
"55785","N21000665","BT809DQ",NA,"postcode","N21000665","sdz"
"55786","N21000658","BT809DR",NA,"postcode","N21000658","sdz"
"55787","N21000666","BT809DS",NA,"postcode","N21000666","sdz"
"55788","N21000666","BT809DT",NA,"postcode","N21000666","sdz"
"55789","N21000658","BT809DU",NA,"postcode","N21000658","sdz"
"55790","N21000658","BT809DW",NA,"postcode","N21000658","sdz"
"55791","N21000666","BT809DX",NA,"postcode","N21000666","sdz"
"55792","N21000666","BT809DY",NA,"postcode","N21000666","sdz"
"55793","N21000666","BT809DZ",NA,"postcode","N21000666","sdz"
"55794","N21000666","BT809EA",NA,"postcode","N21000666","sdz"
"55795","000000000","BT809EB",NA,"postcode","000000000","sdz"
"55796","N21000666","BT809ED",NA,"postcode","N21000666","sdz"
"55797","N21000666","BT809EE",NA,"postcode","N21000666","sdz"
"55798","N21000666","BT809EF",NA,"postcode","N21000666","sdz"
"55799","N21000666","BT809EG",NA,"postcode","N21000666","sdz"
"55800","N21000666","BT809EH",NA,"postcode","N21000666","sdz"
"55801","N21000666","BT809EJ",NA,"postcode","N21000666","sdz"
"55802","N21000666","BT809EL",NA,"postcode","N21000666","sdz"
"55803","N21000666","BT809EN",NA,"postcode","N21000666","sdz"
"55804","N21000666","BT809EP",NA,"postcode","N21000666","sdz"
"55805","N21000666","BT809EQ",NA,"postcode","N21000666","sdz"
"55806","N21000666","BT809ER",NA,"postcode","N21000666","sdz"
"55807","N21000666","BT809ES",NA,"postcode","N21000666","sdz"
"55808","N21000666","BT809ET",NA,"postcode","N21000666","sdz"
"55809","N21000666","BT809EU",NA,"postcode","N21000666","sdz"
"55810","N21000666","BT809EW",NA,"postcode","N21000666","sdz"
"55811","N21000666","BT809EX",NA,"postcode","N21000666","sdz"
"55812","N21000666","BT809EY",NA,"postcode","N21000666","sdz"
"55813","N21000666","BT809EZ",NA,"postcode","N21000666","sdz"
"55814","N21000665","BT809FA",NA,"postcode","N21000665","sdz"
"55815","N21000666","BT809HA",NA,"postcode","N21000666","sdz"
"55816","N21000666","BT809HB",NA,"postcode","N21000666","sdz"
"55817","N21000666","BT809HD",NA,"postcode","N21000666","sdz"
"55818","N21000666","BT809HE",NA,"postcode","N21000666","sdz"
"55819","N21000666","BT809HF",NA,"postcode","N21000666","sdz"
"55820","N21000666","BT809HG",NA,"postcode","N21000666","sdz"
"55821","N21000666","BT809HH",NA,"postcode","N21000666","sdz"
"55822","N21000665","BT809HJ",NA,"postcode","N21000665","sdz"
"55823","N21000666","BT809HP",NA,"postcode","N21000666","sdz"
"55824","N21000666","BT809HQ",NA,"postcode","N21000666","sdz"
"55825","N21000658","BT809HR",NA,"postcode","N21000658","sdz"
"55826","N21000666","BT809HT",NA,"postcode","N21000666","sdz"
"55827","N21000666","BT809HU",NA,"postcode","N21000666","sdz"
"55828","N21000666","BT809HX",NA,"postcode","N21000666","sdz"
"55829","N21000666","BT809HY",NA,"postcode","N21000666","sdz"
"55830","N21000658","BT809HZ",NA,"postcode","N21000658","sdz"
"55831","N21000658","BT809JA",NA,"postcode","N21000658","sdz"
"55832","N21000666","BT809JB",NA,"postcode","N21000666","sdz"
"55833","N21000658","BT809JD",NA,"postcode","N21000658","sdz"
"55834","N21000666","BT809JE",NA,"postcode","N21000666","sdz"
"55835","N21000658","BT809JF",NA,"postcode","N21000658","sdz"
"55836","N21000658","BT809JG",NA,"postcode","N21000658","sdz"
"55837","N21000658","BT809JH",NA,"postcode","N21000658","sdz"
"55838","N21000658","BT809JJ",NA,"postcode","N21000658","sdz"
"55839","N21000658","BT809JL",NA,"postcode","N21000658","sdz"
"55840","N21000658","BT809JN",NA,"postcode","N21000658","sdz"
"55841","N21000658","BT809JQ",NA,"postcode","N21000658","sdz"
"55842","N21000665","BT809JU",NA,"postcode","N21000665","sdz"
"55843","N21000658","BT809JW",NA,"postcode","N21000658","sdz"
"55844","N21000658","BT809JX",NA,"postcode","N21000658","sdz"
"55845","N21000658","BT809JY",NA,"postcode","N21000658","sdz"
"55846","N21000658","BT809JZ",NA,"postcode","N21000658","sdz"
"55847","N21000658","BT809LA",NA,"postcode","N21000658","sdz"
"55848","N21000658","BT809LB",NA,"postcode","N21000658","sdz"
"55849","N21000658","BT809LD",NA,"postcode","N21000658","sdz"
"55850","N21000658","BT809LE",NA,"postcode","N21000658","sdz"
"55851","N21000658","BT809LF",NA,"postcode","N21000658","sdz"
"55852","N21000658","BT809LG",NA,"postcode","N21000658","sdz"
"55853","N21000658","BT809LH",NA,"postcode","N21000658","sdz"
"55854","N21000658","BT809LJ",NA,"postcode","N21000658","sdz"
"55855","N21000658","BT809LL",NA,"postcode","N21000658","sdz"
"55856","N21000665","BT809LN",NA,"postcode","N21000665","sdz"
"55857","N21000658","BT809LP",NA,"postcode","N21000658","sdz"
"55858","N21000658","BT809LQ",NA,"postcode","N21000658","sdz"
"55859","N21000658","BT809LR",NA,"postcode","N21000658","sdz"
"55860","N21000658","BT809LS",NA,"postcode","N21000658","sdz"
"55861","N21000658","BT809LT",NA,"postcode","N21000658","sdz"
"55862","N21000665","BT809LU",NA,"postcode","N21000665","sdz"
"55863","N21000658","BT809LW",NA,"postcode","N21000658","sdz"
"55864","N21000658","BT809NA",NA,"postcode","N21000658","sdz"
"55865","N21000658","BT809NB",NA,"postcode","N21000658","sdz"
"55866","N21000658","BT809ND",NA,"postcode","N21000658","sdz"
"55867","N21000658","BT809NE",NA,"postcode","N21000658","sdz"
"55868","N21000658","BT809NF",NA,"postcode","N21000658","sdz"
"55869","N21000658","BT809NG",NA,"postcode","N21000658","sdz"
"55870","N21000658","BT809NH",NA,"postcode","N21000658","sdz"
"55871","N21000658","BT809NJ",NA,"postcode","N21000658","sdz"
"55872","N21000658","BT809NL",NA,"postcode","N21000658","sdz"
"55873","N21000658","BT809NN",NA,"postcode","N21000658","sdz"
"55874","N21000658","BT809NP",NA,"postcode","N21000658","sdz"
"55875","N21000658","BT809NQ",NA,"postcode","N21000658","sdz"
"55876","N21000658","BT809NR",NA,"postcode","N21000658","sdz"
"55877","N21000658","BT809NS",NA,"postcode","N21000658","sdz"
"55878","N21000658","BT809NT",NA,"postcode","N21000658","sdz"
"55879","N21000658","BT809NU",NA,"postcode","N21000658","sdz"
"55880","N21000658","BT809NW",NA,"postcode","N21000658","sdz"
"55881","N21000658","BT809NX",NA,"postcode","N21000658","sdz"
"55882","N21000658","BT809NY",NA,"postcode","N21000658","sdz"
"55883","N21000658","BT809NZ",NA,"postcode","N21000658","sdz"
"55884","N21000658","BT809PA",NA,"postcode","N21000658","sdz"
"55885","N21000658","BT809PB",NA,"postcode","N21000658","sdz"
"55886","N21000658","BT809PD",NA,"postcode","N21000658","sdz"
"55887","N21000658","BT809PE",NA,"postcode","N21000658","sdz"
"55888","N21000658","BT809PF",NA,"postcode","N21000658","sdz"
"55889","N21000658","BT809PG",NA,"postcode","N21000658","sdz"
"55890","N21000658","BT809PH",NA,"postcode","N21000658","sdz"
"55891","N21000658","BT809PJ",NA,"postcode","N21000658","sdz"
"55892","N21000658","BT809PL",NA,"postcode","N21000658","sdz"
"55893","N21000658","BT809PN",NA,"postcode","N21000658","sdz"
"55894","N21000658","BT809PP",NA,"postcode","N21000658","sdz"
"55895","N21000658","BT809PQ",NA,"postcode","N21000658","sdz"
"55896","N21000658","BT809PR",NA,"postcode","N21000658","sdz"
"55897","N21000658","BT809PS",NA,"postcode","N21000658","sdz"
"55898","N21000658","BT809PT",NA,"postcode","N21000658","sdz"
"55899","N21000658","BT809PU",NA,"postcode","N21000658","sdz"
"55900","N21000658","BT809PW",NA,"postcode","N21000658","sdz"
"55901","N21000664","BT809QD",NA,"postcode","N21000664","sdz"
"55902","N21000658","BT809QF",NA,"postcode","N21000658","sdz"
"55903","N21000654","BT809QG",NA,"postcode","N21000654","sdz"
"55904","N21000654","BT809QH",NA,"postcode","N21000654","sdz"
"55905","N21000654","BT809QJ",NA,"postcode","N21000654","sdz"
"55906","N21000654","BT809QL",NA,"postcode","N21000654","sdz"
"55907","N21000654","BT809QN",NA,"postcode","N21000654","sdz"
"55908","N21000654","BT809QP",NA,"postcode","N21000654","sdz"
"55909","N21000654","BT809QQ",NA,"postcode","N21000654","sdz"
"55910","N21000654","BT809QR",NA,"postcode","N21000654","sdz"
"55911","N21000654","BT809QS",NA,"postcode","N21000654","sdz"
"55912","N21000654","BT809QT",NA,"postcode","N21000654","sdz"
"55913","N21000654","BT809QU",NA,"postcode","N21000654","sdz"
"55914","N21000654","BT809QW",NA,"postcode","N21000654","sdz"
"55915","N21000654","BT809QX",NA,"postcode","N21000654","sdz"
"55916","N21000654","BT809QY",NA,"postcode","N21000654","sdz"
"55917","N21000654","BT809QZ",NA,"postcode","N21000654","sdz"
"55918","N21000658","BT809RA",NA,"postcode","N21000658","sdz"
"55919","N21000661","BT809RB",NA,"postcode","N21000661","sdz"
"55920","N21000661","BT809RD",NA,"postcode","N21000661","sdz"
"55921","N21000661","BT809RE",NA,"postcode","N21000661","sdz"
"55922","N21000658","BT809RF",NA,"postcode","N21000658","sdz"
"55923","N21000658","BT809RG",NA,"postcode","N21000658","sdz"
"55924","N21000658","BT809RH",NA,"postcode","N21000658","sdz"
"55925","N21000658","BT809RJ",NA,"postcode","N21000658","sdz"
"55926","N21000658","BT809RL",NA,"postcode","N21000658","sdz"
"55927","N21000658","BT809RN",NA,"postcode","N21000658","sdz"
"55928","N21000658","BT809RP",NA,"postcode","N21000658","sdz"
"55929","N21000658","BT809RQ",NA,"postcode","N21000658","sdz"
"55930","N21000658","BT809RR",NA,"postcode","N21000658","sdz"
"55931","N21000658","BT809RS",NA,"postcode","N21000658","sdz"
"55932","N21000658","BT809RT",NA,"postcode","N21000658","sdz"
"55933","N21000658","BT809RU",NA,"postcode","N21000658","sdz"
"55934","N21000658","BT809RX",NA,"postcode","N21000658","sdz"
"55935","N21000658","BT809RY",NA,"postcode","N21000658","sdz"
"55936","N21000658","BT809RZ",NA,"postcode","N21000658","sdz"
"55937","N21000658","BT809SA",NA,"postcode","N21000658","sdz"
"55938","N21000659","BT809SH",NA,"postcode","N21000659","sdz"
"55939","N21000654","BT809SL",NA,"postcode","N21000654","sdz"
"55940","N21000654","BT809SN",NA,"postcode","N21000654","sdz"
"55941","000000000","BT809SP",NA,"postcode","000000000","sdz"
"55942","N21000659","BT809SQ",NA,"postcode","N21000659","sdz"
"55943","N21000654","BT809SR",NA,"postcode","N21000654","sdz"
"55944","N21000654","BT809SS",NA,"postcode","N21000654","sdz"
"55945","N21000654","BT809ST",NA,"postcode","N21000654","sdz"
"55946","N21000654","BT809SU",NA,"postcode","N21000654","sdz"
"55947","N21000654","BT809SW",NA,"postcode","N21000654","sdz"
"55948","N21000654","BT809SX",NA,"postcode","N21000654","sdz"
"55949","N21000654","BT809SY",NA,"postcode","N21000654","sdz"
"55950","N21000654","BT809SZ",NA,"postcode","N21000654","sdz"
"55951","N21000654","BT809TA",NA,"postcode","N21000654","sdz"
"55952","N21000654","BT809TB",NA,"postcode","N21000654","sdz"
"55953","N21000654","BT809TD",NA,"postcode","N21000654","sdz"
"55954","N21000654","BT809TE",NA,"postcode","N21000654","sdz"
"55955","N21000658","BT809TF",NA,"postcode","N21000658","sdz"
"55956","N21000658","BT809TG",NA,"postcode","N21000658","sdz"
"55957","N21000658","BT809TH",NA,"postcode","N21000658","sdz"
"55958","N21000658","BT809TJ",NA,"postcode","N21000658","sdz"
"55959","N21000658","BT809TL",NA,"postcode","N21000658","sdz"
"55960","N21000658","BT809TN",NA,"postcode","N21000658","sdz"
"55961","N21000658","BT809TP",NA,"postcode","N21000658","sdz"
"55962","N21000658","BT809TQ",NA,"postcode","N21000658","sdz"
"55963","N21000658","BT809TR",NA,"postcode","N21000658","sdz"
"55964","N21000658","BT809TS",NA,"postcode","N21000658","sdz"
"55965","N21000654","BT809TT",NA,"postcode","N21000654","sdz"
"55966","N21000654","BT809TU",NA,"postcode","N21000654","sdz"
"55967","N21000658","BT809TW",NA,"postcode","N21000658","sdz"
"55968","N21000654","BT809TX",NA,"postcode","N21000654","sdz"
