"","code","name","namew","type","parent","parent_type"
"1","000000000","0000000",NA,"postcode","000000000","sdz"
"2","N21000274","BT100AA",NA,"postcode","N21000274","sdz"
"3","N21000275","BT100AB",NA,"postcode","N21000275","sdz"
"4","N21000275","BT100AD",NA,"postcode","N21000275","sdz"
"5","N21000275","BT100AE",NA,"postcode","N21000275","sdz"
"6","N21000274","BT100AF",NA,"postcode","N21000274","sdz"
"7","N21000275","BT100AG",NA,"postcode","N21000275","sdz"
"8","N21000275","BT100AH",NA,"postcode","N21000275","sdz"
"9","N21000276","BT100AJ",NA,"postcode","N21000276","sdz"
"10","N21000275","BT100AL",NA,"postcode","N21000275","sdz"
"11","N21000275","BT100AN",NA,"postcode","N21000275","sdz"
"12","N21000275","BT100AP",NA,"postcode","N21000275","sdz"
"13","N21000281","BT100AQ",NA,"postcode","N21000281","sdz"
"14","N21000276","BT100AR",NA,"postcode","N21000276","sdz"
"15","N21000275","BT100AS",NA,"postcode","N21000275","sdz"
"16","N21000279","BT100AT",NA,"postcode","N21000279","sdz"
"17","N21000279","BT100AU",NA,"postcode","N21000279","sdz"
"18","N21000293","BT100AW",NA,"postcode","N21000293","sdz"
"19","N21000283","BT100AX",NA,"postcode","N21000283","sdz"
"20","N21000283","BT100AY",NA,"postcode","N21000283","sdz"
"21","N21000283","BT100AZ",NA,"postcode","N21000283","sdz"
"22","N21000276","BT100BA",NA,"postcode","N21000276","sdz"
"23","N21000276","BT100BB",NA,"postcode","N21000276","sdz"
"24","N21000276","BT100BD",NA,"postcode","N21000276","sdz"
"25","N21000279","BT100BE",NA,"postcode","N21000279","sdz"
"26","N21000293","BT100BF",NA,"postcode","N21000293","sdz"
"27","N21000280","BT100BG",NA,"postcode","N21000280","sdz"
"28","N21000276","BT100BH",NA,"postcode","N21000276","sdz"
"29","N21000280","BT100BJ",NA,"postcode","N21000280","sdz"
"30","N21000276","BT100BL",NA,"postcode","N21000276","sdz"
"31","N21000280","BT100BN",NA,"postcode","N21000280","sdz"
"32","N21000280","BT100BP",NA,"postcode","N21000280","sdz"
"33","N21000280","BT100BQ",NA,"postcode","N21000280","sdz"
"34","N21000280","BT100BS",NA,"postcode","N21000280","sdz"
"35","N21000280","BT100BT",NA,"postcode","N21000280","sdz"
"36","N21000280","BT100BU",NA,"postcode","N21000280","sdz"
"37","N21000279","BT100BW",NA,"postcode","N21000279","sdz"
"38","N21000280","BT100BX",NA,"postcode","N21000280","sdz"
"39","N21000284","BT100BY",NA,"postcode","N21000284","sdz"
"40","N21000284","BT100BZ",NA,"postcode","N21000284","sdz"
"41","N21000283","BT100DA",NA,"postcode","N21000283","sdz"
"42","000000000","BT100DB",NA,"postcode","000000000","sdz"
"43","N21000281","BT100DD",NA,"postcode","N21000281","sdz"
"44","N21000279","BT100DE",NA,"postcode","N21000279","sdz"
"45","N21000284","BT100DF",NA,"postcode","N21000284","sdz"
"46","N21000279","BT100DG",NA,"postcode","N21000279","sdz"
"47","N21000281","BT100DH",NA,"postcode","N21000281","sdz"
"48","N21000279","BT100DJ",NA,"postcode","N21000279","sdz"
"49","N21000279","BT100DL",NA,"postcode","N21000279","sdz"
"50","N21000279","BT100DN",NA,"postcode","N21000279","sdz"
"51","N21000279","BT100DP",NA,"postcode","N21000279","sdz"
"52","N21000279","BT100DQ",NA,"postcode","N21000279","sdz"
"53","N21000279","BT100DR",NA,"postcode","N21000279","sdz"
"54","N21000279","BT100DS",NA,"postcode","N21000279","sdz"
"55","N21000279","BT100DT",NA,"postcode","N21000279","sdz"
"56","N21000284","BT100DU",NA,"postcode","N21000284","sdz"
"57","N21000276","BT100DW",NA,"postcode","N21000276","sdz"
"58","N21000284","BT100DX",NA,"postcode","N21000284","sdz"
"59","N21000283","BT100DY",NA,"postcode","N21000283","sdz"
"60","N21000283","BT100DZ",NA,"postcode","N21000283","sdz"
"61","N21000275","BT100EA",NA,"postcode","N21000275","sdz"
"62","N21000279","BT100EB",NA,"postcode","N21000279","sdz"
"63","N21000279","BT100ED",NA,"postcode","N21000279","sdz"
"64","N21000279","BT100EE",NA,"postcode","N21000279","sdz"
"65","N21000279","BT100EF",NA,"postcode","N21000279","sdz"
"66","N21000279","BT100EG",NA,"postcode","N21000279","sdz"
"67","N21000279","BT100EH",NA,"postcode","N21000279","sdz"
"68","N21000279","BT100EJ",NA,"postcode","N21000279","sdz"
"69","N21000279","BT100EL",NA,"postcode","N21000279","sdz"
"70","N21000279","BT100EN",NA,"postcode","N21000279","sdz"
"71","N21000279","BT100EP",NA,"postcode","N21000279","sdz"
"72","N21000279","BT100EQ",NA,"postcode","N21000279","sdz"
"73","N21000279","BT100ER",NA,"postcode","N21000279","sdz"
"74","N21000279","BT100ES",NA,"postcode","N21000279","sdz"
"75","N21000281","BT100ET",NA,"postcode","N21000281","sdz"
"76","N21000281","BT100EU",NA,"postcode","N21000281","sdz"
"77","N21000281","BT100EW",NA,"postcode","N21000281","sdz"
"78","N21000281","BT100EX",NA,"postcode","N21000281","sdz"
"79","N21000281","BT100EY",NA,"postcode","N21000281","sdz"
"80","N21000279","BT100EZ",NA,"postcode","N21000279","sdz"
"81","N21000274","BT100FA",NA,"postcode","N21000274","sdz"
"82","N21000281","BT100FB",NA,"postcode","N21000281","sdz"
"83","N21000281","BT100FD",NA,"postcode","N21000281","sdz"
"84","N21000281","BT100FE",NA,"postcode","N21000281","sdz"
"85","N21000276","BT100FF",NA,"postcode","N21000276","sdz"
"86","000000000","BT100FG",NA,"postcode","000000000","sdz"
"87","N21000279","BT100FH",NA,"postcode","N21000279","sdz"
"88","000000000","BT100FJ",NA,"postcode","000000000","sdz"
"89","N21000274","BT100FL",NA,"postcode","N21000274","sdz"
"90","N21000284","BT100FN",NA,"postcode","N21000284","sdz"
"91","N21000284","BT100FP",NA,"postcode","N21000284","sdz"
"92","N21000284","BT100FQ",NA,"postcode","N21000284","sdz"
"93","N21000284","BT100FR",NA,"postcode","N21000284","sdz"
"94","N21000284","BT100FS",NA,"postcode","N21000284","sdz"
"95","N21000284","BT100FT",NA,"postcode","N21000284","sdz"
"96","N21000276","BT100FU",NA,"postcode","N21000276","sdz"
"97","N21000284","BT100FW",NA,"postcode","N21000284","sdz"
"98","N21000284","BT100FX",NA,"postcode","N21000284","sdz"
"99","N21000284","BT100FY",NA,"postcode","N21000284","sdz"
"100","N21000284","BT100FZ",NA,"postcode","N21000284","sdz"
"101","N21000284","BT100GA",NA,"postcode","N21000284","sdz"
"102","N21000284","BT100GB",NA,"postcode","N21000284","sdz"
"103","N21000284","BT100GD",NA,"postcode","N21000284","sdz"
"104","N21000284","BT100GE",NA,"postcode","N21000284","sdz"
"105","N21000284","BT100GF",NA,"postcode","N21000284","sdz"
"106","N21000284","BT100GG",NA,"postcode","N21000284","sdz"
"107","N21000284","BT100GH",NA,"postcode","N21000284","sdz"
"108","N21000284","BT100GJ",NA,"postcode","N21000284","sdz"
"109","N21000284","BT100GL",NA,"postcode","N21000284","sdz"
"110","N21000284","BT100GN",NA,"postcode","N21000284","sdz"
"111","N21000284","BT100GP",NA,"postcode","N21000284","sdz"
"112","N21000293","BT100GR",NA,"postcode","N21000293","sdz"
"113","N21000293","BT100GS",NA,"postcode","N21000293","sdz"
"114","N21000274","BT100GW",NA,"postcode","N21000274","sdz"
"115","N21000274","BT100GX",NA,"postcode","N21000274","sdz"
"116","N21000274","BT100GY",NA,"postcode","N21000274","sdz"
"117","N21000274","BT100GZ",NA,"postcode","N21000274","sdz"
"118","N21000284","BT100HA",NA,"postcode","N21000284","sdz"
"119","N21000274","BT100HB",NA,"postcode","N21000274","sdz"
"120","N21000276","BT100HD",NA,"postcode","N21000276","sdz"
"121","N21000276","BT100HE",NA,"postcode","N21000276","sdz"
"122","N21000276","BT100HF",NA,"postcode","N21000276","sdz"
"123","N21000276","BT100HG",NA,"postcode","N21000276","sdz"
"124","N21000276","BT100HH",NA,"postcode","N21000276","sdz"
"125","N21000276","BT100HJ",NA,"postcode","N21000276","sdz"
"126","N21000276","BT100HL",NA,"postcode","N21000276","sdz"
"127","N21000276","BT100HN",NA,"postcode","N21000276","sdz"
"128","N21000276","BT100HP",NA,"postcode","N21000276","sdz"
"129","N21000276","BT100HQ",NA,"postcode","N21000276","sdz"
"130","N21000280","BT100HR",NA,"postcode","N21000280","sdz"
"131","N21000284","BT100HS",NA,"postcode","N21000284","sdz"
"132","N21000284","BT100HT",NA,"postcode","N21000284","sdz"
"133","N21000283","BT100HU",NA,"postcode","N21000283","sdz"
"134","N21000276","BT100HW",NA,"postcode","N21000276","sdz"
"135","N21000283","BT100HX",NA,"postcode","N21000283","sdz"
"136","N21000283","BT100HY",NA,"postcode","N21000283","sdz"
"137","N21000276","BT100JA",NA,"postcode","N21000276","sdz"
"138","N21000274","BT100JB",NA,"postcode","N21000274","sdz"
"139","N21000276","BT100JD",NA,"postcode","N21000276","sdz"
"140","N21000276","BT100JE",NA,"postcode","N21000276","sdz"
"141","N21000276","BT100JF",NA,"postcode","N21000276","sdz"
"142","N21000276","BT100JG",NA,"postcode","N21000276","sdz"
"143","N21000276","BT100JH",NA,"postcode","N21000276","sdz"
"144","N21000276","BT100JJ",NA,"postcode","N21000276","sdz"
"145","N21000276","BT100JL",NA,"postcode","N21000276","sdz"
"146","N21000276","BT100JN",NA,"postcode","N21000276","sdz"
"147","N21000276","BT100JP",NA,"postcode","N21000276","sdz"
"148","N21000276","BT100JQ",NA,"postcode","N21000276","sdz"
"149","N21000276","BT100JR",NA,"postcode","N21000276","sdz"
"150","N21000276","BT100JS",NA,"postcode","N21000276","sdz"
"151","N21000274","BT100JT",NA,"postcode","N21000274","sdz"
"152","N21000276","BT100JU",NA,"postcode","N21000276","sdz"
"153","N21000276","BT100JW",NA,"postcode","N21000276","sdz"
"154","N21000276","BT100JX",NA,"postcode","N21000276","sdz"
"155","000000000","BT100JY",NA,"postcode","000000000","sdz"
"156","000000000","BT100JZ",NA,"postcode","000000000","sdz"
"157","N21000280","BT100LA",NA,"postcode","N21000280","sdz"
"158","N21000280","BT100LB",NA,"postcode","N21000280","sdz"
"159","N21000284","BT100LD",NA,"postcode","N21000284","sdz"
"160","N21000284","BT100LE",NA,"postcode","N21000284","sdz"
"161","N21000284","BT100LF",NA,"postcode","N21000284","sdz"
"162","N21000276","BT100LG",NA,"postcode","N21000276","sdz"
"163","N21000276","BT100LH",NA,"postcode","N21000276","sdz"
"164","N21000280","BT100LJ",NA,"postcode","N21000280","sdz"
"165","N21000280","BT100LL",NA,"postcode","N21000280","sdz"
"166","N21000280","BT100LN",NA,"postcode","N21000280","sdz"
"167","N21000280","BT100LP",NA,"postcode","N21000280","sdz"
"168","N21000280","BT100LQ",NA,"postcode","N21000280","sdz"
"169","N21000280","BT100LR",NA,"postcode","N21000280","sdz"
"170","N21000280","BT100LS",NA,"postcode","N21000280","sdz"
"171","N21000280","BT100LT",NA,"postcode","N21000280","sdz"
"172","N21000280","BT100LU",NA,"postcode","N21000280","sdz"
"173","N21000280","BT100LW",NA,"postcode","N21000280","sdz"
"174","N21000280","BT100LX",NA,"postcode","N21000280","sdz"
"175","N21000280","BT100LY",NA,"postcode","N21000280","sdz"
"176","N21000280","BT100LZ",NA,"postcode","N21000280","sdz"
"177","N21000280","BT100NA",NA,"postcode","N21000280","sdz"
"178","N21000294","BT100NB",NA,"postcode","N21000294","sdz"
"179","N21000293","BT100ND",NA,"postcode","N21000293","sdz"
"180","N21000284","BT100NE",NA,"postcode","N21000284","sdz"
"181","N21000293","BT100NF",NA,"postcode","N21000293","sdz"
"182","N21000294","BT100NG",NA,"postcode","N21000294","sdz"
"183","N21000294","BT100NH",NA,"postcode","N21000294","sdz"
"184","N21000294","BT100NJ",NA,"postcode","N21000294","sdz"
"185","N21000294","BT100NL",NA,"postcode","N21000294","sdz"
"186","000000000","BT100NN",NA,"postcode","000000000","sdz"
"187","N21000279","BT100NP",NA,"postcode","N21000279","sdz"
"188","N21000293","BT100NQ",NA,"postcode","N21000293","sdz"
"189","N21000280","BT100NR",NA,"postcode","N21000280","sdz"
"190","N21000280","BT100NS",NA,"postcode","N21000280","sdz"
"191","000000000","BT100NT",NA,"postcode","000000000","sdz"
"192","N21000284","BT100NU",NA,"postcode","N21000284","sdz"
"193","000000000","BT100NW",NA,"postcode","000000000","sdz"
"194","N21000294","BT100NX",NA,"postcode","N21000294","sdz"
"195","N21000294","BT100NY",NA,"postcode","N21000294","sdz"
"196","N21000294","BT100NZ",NA,"postcode","N21000294","sdz"
"197","N21000284","BT100PA",NA,"postcode","N21000284","sdz"
"198","N21000274","BT100PB",NA,"postcode","N21000274","sdz"
"199","N21000293","BT100PD",NA,"postcode","N21000293","sdz"
"200","N21000293","BT100PE",NA,"postcode","N21000293","sdz"
"201","000000000","BT100PF",NA,"postcode","000000000","sdz"
"202","N21000294","BT100PG",NA,"postcode","N21000294","sdz"
"203","N21000280","BT100PH",NA,"postcode","N21000280","sdz"
"204","000000000","BT100PJ",NA,"postcode","000000000","sdz"
"205","N21000293","BT100PL",NA,"postcode","N21000293","sdz"
"206","N21000280","BT100PN",NA,"postcode","N21000280","sdz"
"207","N21000294","BT100PP",NA,"postcode","N21000294","sdz"
"208","N21000294","BT100PQ",NA,"postcode","N21000294","sdz"
"209","N21000294","BT100PR",NA,"postcode","N21000294","sdz"
"210","N21000280","BT100PS",NA,"postcode","N21000280","sdz"
"211","N21000294","BT100PT",NA,"postcode","N21000294","sdz"
"212","N21000294","BT100PZ",NA,"postcode","N21000294","sdz"
"213","N21000275","BT100QD",NA,"postcode","N21000275","sdz"
"214","N21000289","BT100QE",NA,"postcode","N21000289","sdz"
"215","N21000294","BT100QF",NA,"postcode","N21000294","sdz"
"216","N21000294","BT100QG",NA,"postcode","N21000294","sdz"
"217","000000000","BT100QH",NA,"postcode","000000000","sdz"
"218","000000000","BT100QJ",NA,"postcode","000000000","sdz"
"219","000000000","BT100QL",NA,"postcode","000000000","sdz"
"220","000000000","BT100QN",NA,"postcode","000000000","sdz"
"221","N21000294","BT100QP",NA,"postcode","N21000294","sdz"
"222","N21000294","BT100QQ",NA,"postcode","N21000294","sdz"
"223","N21000294","BT100QR",NA,"postcode","N21000294","sdz"
"224","N21000294","BT100QS",NA,"postcode","N21000294","sdz"
"225","N21000294","BT100QT",NA,"postcode","N21000294","sdz"
"226","N21000294","BT100QU",NA,"postcode","N21000294","sdz"
"227","000000000","BT100QW",NA,"postcode","000000000","sdz"
"228","N21000294","BT100QX",NA,"postcode","N21000294","sdz"
"229","N21000294","BT100QY",NA,"postcode","N21000294","sdz"
"230","N21000294","BT100QZ",NA,"postcode","N21000294","sdz"
"231","N21000294","BT100RA",NA,"postcode","N21000294","sdz"
"232","N21000294","BT100RB",NA,"postcode","N21000294","sdz"
"233","N21000294","BT100RD",NA,"postcode","N21000294","sdz"
"234","N21000294","BT100RE",NA,"postcode","N21000294","sdz"
"235","N21000280","BT100TA",NA,"postcode","N21000280","sdz"
"236","N21000293","BT100TJ",NA,"postcode","N21000293","sdz"
"237","000000000","BT100TL",NA,"postcode","000000000","sdz"
"238","N21000294","BT100WA",NA,"postcode","N21000294","sdz"
"239","N21000294","BT100WB",NA,"postcode","N21000294","sdz"
"240","N21000294","BT100YA",NA,"postcode","N21000294","sdz"
"241","N21000294","BT100YB",NA,"postcode","N21000294","sdz"
"242","N21000294","BT100YD",NA,"postcode","N21000294","sdz"
"243","N21000294","BT100YE",NA,"postcode","N21000294","sdz"
"244","N21000294","BT100ZY",NA,"postcode","N21000294","sdz"
"245","000000000","BT109AB",NA,"postcode","000000000","sdz"
"246","000000000","BT109AD",NA,"postcode","000000000","sdz"
"247","000000000","BT109AE",NA,"postcode","000000000","sdz"
"248","000000000","BT109AF",NA,"postcode","000000000","sdz"
"249","000000000","BT109AG",NA,"postcode","000000000","sdz"
"250","000000000","BT109AH",NA,"postcode","000000000","sdz"
"251","000000000","BT109AJ",NA,"postcode","000000000","sdz"
"252","000000000","BT109AL",NA,"postcode","000000000","sdz"
"253","000000000","BT109AN",NA,"postcode","000000000","sdz"
"254","000000000","BT109AQ",NA,"postcode","000000000","sdz"
"255","000000000","BT109AR",NA,"postcode","000000000","sdz"
"256","000000000","BT109AS",NA,"postcode","000000000","sdz"
"257","000000000","BT109AT",NA,"postcode","000000000","sdz"
"258","000000000","BT109AU",NA,"postcode","000000000","sdz"
"259","000000000","BT109AY",NA,"postcode","000000000","sdz"
"260","000000000","BT109AZ",NA,"postcode","000000000","sdz"
"261","000000000","BT109BA",NA,"postcode","000000000","sdz"
"262","000000000","BT109BB",NA,"postcode","000000000","sdz"
"263","000000000","BT109BD",NA,"postcode","000000000","sdz"
"264","000000000","BT109BE",NA,"postcode","000000000","sdz"
"265","000000000","BT109BF",NA,"postcode","000000000","sdz"
"266","000000000","BT109BG",NA,"postcode","000000000","sdz"
"267","000000000","BT109BH",NA,"postcode","000000000","sdz"
"268","000000000","BT109BJ",NA,"postcode","000000000","sdz"
"269","000000000","BT109BL",NA,"postcode","000000000","sdz"
"270","000000000","BT109BN",NA,"postcode","000000000","sdz"
"271","000000000","BT109BS",NA,"postcode","000000000","sdz"
"272","000000000","BT109BU",NA,"postcode","000000000","sdz"
"273","000000000","BT109BX",NA,"postcode","000000000","sdz"
"274","000000000","BT109BY",NA,"postcode","000000000","sdz"
"275","000000000","BT109DA",NA,"postcode","000000000","sdz"
"276","000000000","BT109DB",NA,"postcode","000000000","sdz"
"277","000000000","BT109DD",NA,"postcode","000000000","sdz"
"278","000000000","BT109DE",NA,"postcode","000000000","sdz"
"279","000000000","BT109DF",NA,"postcode","000000000","sdz"
"280","000000000","BT109DG",NA,"postcode","000000000","sdz"
"281","000000000","BT109DH",NA,"postcode","000000000","sdz"
"282","000000000","BT109DJ",NA,"postcode","000000000","sdz"
"283","000000000","BT109DL",NA,"postcode","000000000","sdz"
"284","000000000","BT109DN",NA,"postcode","000000000","sdz"
"285","000000000","BT109DQ",NA,"postcode","000000000","sdz"
"286","000000000","BT109DR",NA,"postcode","000000000","sdz"
"287","000000000","BT109DS",NA,"postcode","000000000","sdz"
"288","000000000","BT109DT",NA,"postcode","000000000","sdz"
"289","000000000","BT109DU",NA,"postcode","000000000","sdz"
"290","000000000","BT109DW",NA,"postcode","000000000","sdz"
"291","000000000","BT109DX",NA,"postcode","000000000","sdz"
"292","000000000","BT109DY",NA,"postcode","000000000","sdz"
"293","000000000","BT109DZ",NA,"postcode","000000000","sdz"
"294","000000000","BT109EB",NA,"postcode","000000000","sdz"
"295","000000000","BT109ED",NA,"postcode","000000000","sdz"
"296","000000000","BT109EE",NA,"postcode","000000000","sdz"
"297","000000000","BT109EF",NA,"postcode","000000000","sdz"
"298","000000000","BT109EG",NA,"postcode","000000000","sdz"
"299","000000000","BT109EH",NA,"postcode","000000000","sdz"
"300","000000000","BT109EJ",NA,"postcode","000000000","sdz"
"301","000000000","BT109EN",NA,"postcode","000000000","sdz"
"302","000000000","BT109EP",NA,"postcode","000000000","sdz"
"303","000000000","BT109ET",NA,"postcode","000000000","sdz"
"304","000000000","BT109EW",NA,"postcode","000000000","sdz"
"305","000000000","BT109EX",NA,"postcode","000000000","sdz"
"306","000000000","BT109EZ",NA,"postcode","000000000","sdz"
"307","000000000","BT109FA",NA,"postcode","000000000","sdz"
"308","000000000","BT109FB",NA,"postcode","000000000","sdz"
"309","000000000","BT109FF",NA,"postcode","000000000","sdz"
"310","000000000","BT109FG",NA,"postcode","000000000","sdz"
"311","000000000","BT109FH",NA,"postcode","000000000","sdz"
"312","000000000","BT109FJ",NA,"postcode","000000000","sdz"
"313","000000000","BT109FL",NA,"postcode","000000000","sdz"
"314","000000000","BT109FN",NA,"postcode","000000000","sdz"
"315","000000000","BT109FP",NA,"postcode","000000000","sdz"
"316","N21000307","BT118AA",NA,"postcode","N21000307","sdz"
"317","N21000307","BT118AB",NA,"postcode","N21000307","sdz"
"318","N21000307","BT118AD",NA,"postcode","N21000307","sdz"
"319","N21000307","BT118AE",NA,"postcode","N21000307","sdz"
"320","N21000307","BT118AF",NA,"postcode","N21000307","sdz"
"321","N21000307","BT118AG",NA,"postcode","N21000307","sdz"
"322","N21000307","BT118AH",NA,"postcode","N21000307","sdz"
"323","N21000307","BT118AJ",NA,"postcode","N21000307","sdz"
"324","N21000307","BT118AL",NA,"postcode","N21000307","sdz"
"325","N21000307","BT118AN",NA,"postcode","N21000307","sdz"
"326","N21000307","BT118AP",NA,"postcode","N21000307","sdz"
"327","N21000307","BT118AQ",NA,"postcode","N21000307","sdz"
"328","N21000307","BT118AR",NA,"postcode","N21000307","sdz"
"329","N21000307","BT118AS",NA,"postcode","N21000307","sdz"
"330","N21000307","BT118AT",NA,"postcode","N21000307","sdz"
"331","N21000307","BT118AU",NA,"postcode","N21000307","sdz"
"332","N21000307","BT118AW",NA,"postcode","N21000307","sdz"
"333","N21000307","BT118AX",NA,"postcode","N21000307","sdz"
"334","N21000313","BT118AY",NA,"postcode","N21000313","sdz"
"335","N21000313","BT118AZ",NA,"postcode","N21000313","sdz"
"336","N21000307","BT118BA",NA,"postcode","N21000307","sdz"
"337","N21000307","BT118BB",NA,"postcode","N21000307","sdz"
"338","N21000307","BT118BD",NA,"postcode","N21000307","sdz"
"339","N21000307","BT118BE",NA,"postcode","N21000307","sdz"
"340","000000000","BT118BF",NA,"postcode","000000000","sdz"
"341","N21000307","BT118BG",NA,"postcode","N21000307","sdz"
"342","N21000307","BT118BH",NA,"postcode","N21000307","sdz"
"343","N21000307","BT118BJ",NA,"postcode","N21000307","sdz"
"344","N21000308","BT118BL",NA,"postcode","N21000308","sdz"
"345","N21000308","BT118BN",NA,"postcode","N21000308","sdz"
"346","N21000308","BT118BP",NA,"postcode","N21000308","sdz"
"347","N21000310","BT118BQ",NA,"postcode","N21000310","sdz"
"348","N21000310","BT118BS",NA,"postcode","N21000310","sdz"
"349","N21000307","BT118BT",NA,"postcode","N21000307","sdz"
"350","N21000304","BT118BU",NA,"postcode","N21000304","sdz"
"351","N21000310","BT118BW",NA,"postcode","N21000310","sdz"
"352","N21000308","BT118BX",NA,"postcode","N21000308","sdz"
"353","N21000310","BT118BY",NA,"postcode","N21000310","sdz"
"354","N21000310","BT118BZ",NA,"postcode","N21000310","sdz"
"355","N21000307","BT118DA",NA,"postcode","N21000307","sdz"
"356","N21000307","BT118DB",NA,"postcode","N21000307","sdz"
"357","N21000307","BT118DD",NA,"postcode","N21000307","sdz"
"358","N21000306","BT118DE",NA,"postcode","N21000306","sdz"
"359","000000000","BT118DF",NA,"postcode","000000000","sdz"
"360","N21000306","BT118DG",NA,"postcode","N21000306","sdz"
"361","N21000306","BT118DH",NA,"postcode","N21000306","sdz"
"362","N21000306","BT118DJ",NA,"postcode","N21000306","sdz"
"363","N21000306","BT118DL",NA,"postcode","N21000306","sdz"
"364","N21000306","BT118DN",NA,"postcode","N21000306","sdz"
"365","N21000306","BT118DP",NA,"postcode","N21000306","sdz"
"366","N21000310","BT118DQ",NA,"postcode","N21000310","sdz"
"367","N21000306","BT118DR",NA,"postcode","N21000306","sdz"
"368","N21000306","BT118DS",NA,"postcode","N21000306","sdz"
"369","N21000306","BT118DT",NA,"postcode","N21000306","sdz"
"370","N21000306","BT118DU",NA,"postcode","N21000306","sdz"
"371","N21000306","BT118DW",NA,"postcode","N21000306","sdz"
"372","N21000306","BT118DX",NA,"postcode","N21000306","sdz"
"373","N21000306","BT118DY",NA,"postcode","N21000306","sdz"
"374","N21000306","BT118DZ",NA,"postcode","N21000306","sdz"
"375","N21000306","BT118EA",NA,"postcode","N21000306","sdz"
"376","N21000306","BT118EB",NA,"postcode","N21000306","sdz"
"377","N21000306","BT118ED",NA,"postcode","N21000306","sdz"
"378","N21000306","BT118EE",NA,"postcode","N21000306","sdz"
"379","N21000306","BT118EF",NA,"postcode","N21000306","sdz"
"380","N21000308","BT118EG",NA,"postcode","N21000308","sdz"
"381","N21000308","BT118EH",NA,"postcode","N21000308","sdz"
"382","N21000308","BT118EJ",NA,"postcode","N21000308","sdz"
"383","N21000306","BT118EL",NA,"postcode","N21000306","sdz"
"384","N21000306","BT118EN",NA,"postcode","N21000306","sdz"
"385","N21000313","BT118EP",NA,"postcode","N21000313","sdz"
"386","N21000306","BT118EQ",NA,"postcode","N21000306","sdz"
"387","N21000312","BT118ER",NA,"postcode","N21000312","sdz"
"388","N21000306","BT118ES",NA,"postcode","N21000306","sdz"
"389","N21000308","BT118ET",NA,"postcode","N21000308","sdz"
"390","N21000307","BT118EU",NA,"postcode","N21000307","sdz"
"391","N21000307","BT118EW",NA,"postcode","N21000307","sdz"
"392","000000000","BT118EX",NA,"postcode","000000000","sdz"
"393","N21000304","BT118EY",NA,"postcode","N21000304","sdz"
"394","000000000","BT118EZ",NA,"postcode","000000000","sdz"
"395","000000000","BT118FA",NA,"postcode","000000000","sdz"
"396","N21000307","BT118FB",NA,"postcode","N21000307","sdz"
"397","N21000307","BT118FD",NA,"postcode","N21000307","sdz"
"398","N21000307","BT118FE",NA,"postcode","N21000307","sdz"
"399","N21000308","BT118FF",NA,"postcode","N21000308","sdz"
"400","N21000307","BT118FG",NA,"postcode","N21000307","sdz"
"401","N21000307","BT118FH",NA,"postcode","N21000307","sdz"
"402","N21000307","BT118FJ",NA,"postcode","N21000307","sdz"
"403","N21000307","BT118FL",NA,"postcode","N21000307","sdz"
"404","N21000307","BT118FN",NA,"postcode","N21000307","sdz"
"405","N21000308","BT118FP",NA,"postcode","N21000308","sdz"
"406","N21000308","BT118FQ",NA,"postcode","N21000308","sdz"
"407","N21000308","BT118FR",NA,"postcode","N21000308","sdz"
"408","N21000307","BT118FS",NA,"postcode","N21000307","sdz"
"409","N21000307","BT118FT",NA,"postcode","N21000307","sdz"
"410","N21000308","BT118FU",NA,"postcode","N21000308","sdz"
"411","N21000307","BT118FW",NA,"postcode","N21000307","sdz"
"412","N21000307","BT118FX",NA,"postcode","N21000307","sdz"
"413","N21000307","BT118FY",NA,"postcode","N21000307","sdz"
"414","N21000308","BT118FZ",NA,"postcode","N21000308","sdz"
"415","N21000308","BT118GA",NA,"postcode","N21000308","sdz"
"416","N21000308","BT118GB",NA,"postcode","N21000308","sdz"
"417","N21000308","BT118GD",NA,"postcode","N21000308","sdz"
"418","N21000308","BT118GE",NA,"postcode","N21000308","sdz"
"419","N21000308","BT118GF",NA,"postcode","N21000308","sdz"
"420","N21000311","BT118GG",NA,"postcode","N21000311","sdz"
"421","N21000311","BT118GH",NA,"postcode","N21000311","sdz"
"422","N21000311","BT118GJ",NA,"postcode","N21000311","sdz"
"423","N21000311","BT118GL",NA,"postcode","N21000311","sdz"
"424","N21000311","BT118GN",NA,"postcode","N21000311","sdz"
"425","N21000308","BT118GP",NA,"postcode","N21000308","sdz"
"426","N21000311","BT118GQ",NA,"postcode","N21000311","sdz"
"427","N21000311","BT118GR",NA,"postcode","N21000311","sdz"
"428","N21000311","BT118GS",NA,"postcode","N21000311","sdz"
"429","N21000311","BT118GT",NA,"postcode","N21000311","sdz"
"430","N21000311","BT118GU",NA,"postcode","N21000311","sdz"
"431","N21000311","BT118GW",NA,"postcode","N21000311","sdz"
"432","N21000311","BT118GX",NA,"postcode","N21000311","sdz"
"433","N21000311","BT118GY",NA,"postcode","N21000311","sdz"
"434","N21000311","BT118GZ",NA,"postcode","N21000311","sdz"
"435","000000000","BT118HA",NA,"postcode","000000000","sdz"
"436","N21000311","BT118HB",NA,"postcode","N21000311","sdz"
"437","N21000311","BT118HD",NA,"postcode","N21000311","sdz"
"438","N21000311","BT118HE",NA,"postcode","N21000311","sdz"
"439","N21000311","BT118HF",NA,"postcode","N21000311","sdz"
"440","N21000311","BT118HG",NA,"postcode","N21000311","sdz"
