"code","name","namew","type","parent","parent_type"
"N21000274","BT100AA","","postcode","N21000274","sdz"
"N21000275","BT100AB","","postcode","N21000275","sdz"
"N21000275","BT100AD","","postcode","N21000275","sdz"
"N21000275","BT100AE","","postcode","N21000275","sdz"
"N21000274","BT100AF","","postcode","N21000274","sdz"
"N21000275","BT100AG","","postcode","N21000275","sdz"
"N21000275","BT100AH","","postcode","N21000275","sdz"
"N21000276","BT100AJ","","postcode","N21000276","sdz"
"N21000275","BT100AL","","postcode","N21000275","sdz"
"N21000275","BT100AN","","postcode","N21000275","sdz"
"N21000275","BT100AP","","postcode","N21000275","sdz"
"N21000281","BT100AQ","","postcode","N21000281","sdz"
"N21000276","BT100AR","","postcode","N21000276","sdz"
"N21000275","BT100AS","","postcode","N21000275","sdz"
"N21000279","BT100AT","","postcode","N21000279","sdz"
"N21000279","BT100AU","","postcode","N21000279","sdz"
"N21000293","BT100AW","","postcode","N21000293","sdz"
"N21000283","BT100AX","","postcode","N21000283","sdz"
"N21000283","BT100AY","","postcode","N21000283","sdz"
"N21000283","BT100AZ","","postcode","N21000283","sdz"
"N21000276","BT100BA","","postcode","N21000276","sdz"
"N21000276","BT100BB","","postcode","N21000276","sdz"
"N21000276","BT100BD","","postcode","N21000276","sdz"
"N21000279","BT100BE","","postcode","N21000279","sdz"
"N21000293","BT100BF","","postcode","N21000293","sdz"
"N21000280","BT100BG","","postcode","N21000280","sdz"
"N21000276","BT100BH","","postcode","N21000276","sdz"
"N21000280","BT100BJ","","postcode","N21000280","sdz"
"N21000276","BT100BL","","postcode","N21000276","sdz"
"N21000280","BT100BN","","postcode","N21000280","sdz"
"N21000280","BT100BP","","postcode","N21000280","sdz"
"N21000280","BT100BQ","","postcode","N21000280","sdz"
"N21000280","BT100BS","","postcode","N21000280","sdz"
"N21000280","BT100BT","","postcode","N21000280","sdz"
"N21000280","BT100BU","","postcode","N21000280","sdz"
"N21000279","BT100BW","","postcode","N21000279","sdz"
"N21000280","BT100BX","","postcode","N21000280","sdz"
"N21000284","BT100BY","","postcode","N21000284","sdz"
"N21000284","BT100BZ","","postcode","N21000284","sdz"
"N21000283","BT100DA","","postcode","N21000283","sdz"
"N21000281","BT100DD","","postcode","N21000281","sdz"
"N21000279","BT100DE","","postcode","N21000279","sdz"
"N21000284","BT100DF","","postcode","N21000284","sdz"
"N21000279","BT100DG","","postcode","N21000279","sdz"
"N21000281","BT100DH","","postcode","N21000281","sdz"
"N21000279","BT100DJ","","postcode","N21000279","sdz"
"N21000279","BT100DL","","postcode","N21000279","sdz"
"N21000279","BT100DN","","postcode","N21000279","sdz"
"N21000279","BT100DP","","postcode","N21000279","sdz"
"N21000279","BT100DQ","","postcode","N21000279","sdz"
"N21000279","BT100DR","","postcode","N21000279","sdz"
"N21000279","BT100DS","","postcode","N21000279","sdz"
"N21000279","BT100DT","","postcode","N21000279","sdz"
"N21000284","BT100DU","","postcode","N21000284","sdz"
"N21000276","BT100DW","","postcode","N21000276","sdz"
"N21000284","BT100DX","","postcode","N21000284","sdz"
"N21000283","BT100DY","","postcode","N21000283","sdz"
"N21000283","BT100DZ","","postcode","N21000283","sdz"
"N21000275","BT100EA","","postcode","N21000275","sdz"
"N21000279","BT100EB","","postcode","N21000279","sdz"
"N21000279","BT100ED","","postcode","N21000279","sdz"
"N21000279","BT100EE","","postcode","N21000279","sdz"
"N21000279","BT100EF","","postcode","N21000279","sdz"
"N21000279","BT100EG","","postcode","N21000279","sdz"
"N21000279","BT100EH","","postcode","N21000279","sdz"
"N21000279","BT100EJ","","postcode","N21000279","sdz"
"N21000279","BT100EL","","postcode","N21000279","sdz"
"N21000279","BT100EN","","postcode","N21000279","sdz"
"N21000279","BT100EP","","postcode","N21000279","sdz"
"N21000279","BT100EQ","","postcode","N21000279","sdz"
"N21000279","BT100ER","","postcode","N21000279","sdz"
"N21000279","BT100ES","","postcode","N21000279","sdz"
"N21000281","BT100ET","","postcode","N21000281","sdz"
"N21000281","BT100EU","","postcode","N21000281","sdz"
"N21000281","BT100EW","","postcode","N21000281","sdz"
"N21000281","BT100EX","","postcode","N21000281","sdz"
"N21000281","BT100EY","","postcode","N21000281","sdz"
"N21000279","BT100EZ","","postcode","N21000279","sdz"
"N21000274","BT100FA","","postcode","N21000274","sdz"
"N21000281","BT100FB","","postcode","N21000281","sdz"
"N21000281","BT100FD","","postcode","N21000281","sdz"
"N21000281","BT100FE","","postcode","N21000281","sdz"
"N21000276","BT100FF","","postcode","N21000276","sdz"
"N21000279","BT100FH","","postcode","N21000279","sdz"
"N21000274","BT100FL","","postcode","N21000274","sdz"
"N21000284","BT100FN","","postcode","N21000284","sdz"
"N21000284","BT100FP","","postcode","N21000284","sdz"
"N21000284","BT100FQ","","postcode","N21000284","sdz"
"N21000284","BT100FR","","postcode","N21000284","sdz"
"N21000284","BT100FS","","postcode","N21000284","sdz"
"N21000284","BT100FT","","postcode","N21000284","sdz"
"N21000276","BT100FU","","postcode","N21000276","sdz"
"N21000284","BT100FW","","postcode","N21000284","sdz"
"N21000284","BT100FX","","postcode","N21000284","sdz"
"N21000284","BT100FY","","postcode","N21000284","sdz"
"N21000284","BT100FZ","","postcode","N21000284","sdz"
"N21000284","BT100GA","","postcode","N21000284","sdz"
"N21000284","BT100GB","","postcode","N21000284","sdz"
"N21000284","BT100GD","","postcode","N21000284","sdz"
"N21000284","BT100GE","","postcode","N21000284","sdz"
"N21000284","BT100GF","","postcode","N21000284","sdz"
"N21000284","BT100GG","","postcode","N21000284","sdz"
"N21000284","BT100GH","","postcode","N21000284","sdz"
"N21000284","BT100GJ","","postcode","N21000284","sdz"
"N21000284","BT100GL","","postcode","N21000284","sdz"
"N21000284","BT100GN","","postcode","N21000284","sdz"
"N21000284","BT100GP","","postcode","N21000284","sdz"
"N21000293","BT100GR","","postcode","N21000293","sdz"
"N21000293","BT100GS","","postcode","N21000293","sdz"
"N21000274","BT100GW","","postcode","N21000274","sdz"
"N21000274","BT100GX","","postcode","N21000274","sdz"
"N21000274","BT100GY","","postcode","N21000274","sdz"
"N21000274","BT100GZ","","postcode","N21000274","sdz"
"N21000284","BT100HA","","postcode","N21000284","sdz"
"N21000274","BT100HB","","postcode","N21000274","sdz"
"N21000276","BT100HD","","postcode","N21000276","sdz"
"N21000276","BT100HE","","postcode","N21000276","sdz"
"N21000276","BT100HF","","postcode","N21000276","sdz"
"N21000276","BT100HG","","postcode","N21000276","sdz"
"N21000276","BT100HH","","postcode","N21000276","sdz"
"N21000276","BT100HJ","","postcode","N21000276","sdz"
"N21000276","BT100HL","","postcode","N21000276","sdz"
"N21000276","BT100HN","","postcode","N21000276","sdz"
"N21000276","BT100HP","","postcode","N21000276","sdz"
"N21000276","BT100HQ","","postcode","N21000276","sdz"
"N21000280","BT100HR","","postcode","N21000280","sdz"
"N21000284","BT100HS","","postcode","N21000284","sdz"
"N21000284","BT100HT","","postcode","N21000284","sdz"
"N21000283","BT100HU","","postcode","N21000283","sdz"
"N21000276","BT100HW","","postcode","N21000276","sdz"
"N21000283","BT100HX","","postcode","N21000283","sdz"
"N21000283","BT100HY","","postcode","N21000283","sdz"
"N21000276","BT100JA","","postcode","N21000276","sdz"
"N21000274","BT100JB","","postcode","N21000274","sdz"
"N21000276","BT100JD","","postcode","N21000276","sdz"
"N21000276","BT100JE","","postcode","N21000276","sdz"
"N21000276","BT100JF","","postcode","N21000276","sdz"
"N21000276","BT100JG","","postcode","N21000276","sdz"
"N21000276","BT100JH","","postcode","N21000276","sdz"
"N21000276","BT100JJ","","postcode","N21000276","sdz"
"N21000276","BT100JL","","postcode","N21000276","sdz"
"N21000276","BT100JN","","postcode","N21000276","sdz"
"N21000276","BT100JP","","postcode","N21000276","sdz"
"N21000276","BT100JQ","","postcode","N21000276","sdz"
"N21000276","BT100JR","","postcode","N21000276","sdz"
"N21000276","BT100JS","","postcode","N21000276","sdz"
"N21000274","BT100JT","","postcode","N21000274","sdz"
"N21000276","BT100JU","","postcode","N21000276","sdz"
"N21000276","BT100JW","","postcode","N21000276","sdz"
"N21000276","BT100JX","","postcode","N21000276","sdz"
"N21000280","BT100LA","","postcode","N21000280","sdz"
"N21000280","BT100LB","","postcode","N21000280","sdz"
"N21000284","BT100LD","","postcode","N21000284","sdz"
"N21000284","BT100LE","","postcode","N21000284","sdz"
"N21000284","BT100LF","","postcode","N21000284","sdz"
"N21000276","BT100LG","","postcode","N21000276","sdz"
"N21000276","BT100LH","","postcode","N21000276","sdz"
"N21000280","BT100LJ","","postcode","N21000280","sdz"
"N21000280","BT100LL","","postcode","N21000280","sdz"
"N21000280","BT100LN","","postcode","N21000280","sdz"
"N21000280","BT100LP","","postcode","N21000280","sdz"
"N21000280","BT100LQ","","postcode","N21000280","sdz"
"N21000280","BT100LR","","postcode","N21000280","sdz"
"N21000280","BT100LS","","postcode","N21000280","sdz"
"N21000280","BT100LT","","postcode","N21000280","sdz"
"N21000280","BT100LU","","postcode","N21000280","sdz"
"N21000280","BT100LW","","postcode","N21000280","sdz"
"N21000280","BT100LX","","postcode","N21000280","sdz"
"N21000280","BT100LY","","postcode","N21000280","sdz"
"N21000280","BT100LZ","","postcode","N21000280","sdz"
"N21000280","BT100NA","","postcode","N21000280","sdz"
"N21000294","BT100NB","","postcode","N21000294","sdz"
"N21000293","BT100ND","","postcode","N21000293","sdz"
"N21000284","BT100NE","","postcode","N21000284","sdz"
"N21000293","BT100NF","","postcode","N21000293","sdz"
"N21000294","BT100NG","","postcode","N21000294","sdz"
"N21000294","BT100NH","","postcode","N21000294","sdz"
"N21000294","BT100NJ","","postcode","N21000294","sdz"
"N21000294","BT100NL","","postcode","N21000294","sdz"
"N21000279","BT100NP","","postcode","N21000279","sdz"
"N21000293","BT100NQ","","postcode","N21000293","sdz"
"N21000280","BT100NR","","postcode","N21000280","sdz"
"N21000280","BT100NS","","postcode","N21000280","sdz"
"N21000284","BT100NU","","postcode","N21000284","sdz"
"N21000294","BT100NX","","postcode","N21000294","sdz"
"N21000294","BT100NY","","postcode","N21000294","sdz"
"N21000294","BT100NZ","","postcode","N21000294","sdz"
"N21000284","BT100PA","","postcode","N21000284","sdz"
"N21000274","BT100PB","","postcode","N21000274","sdz"
"N21000293","BT100PD","","postcode","N21000293","sdz"
"N21000293","BT100PE","","postcode","N21000293","sdz"
"N21000294","BT100PG","","postcode","N21000294","sdz"
"N21000280","BT100PH","","postcode","N21000280","sdz"
"N21000293","BT100PL","","postcode","N21000293","sdz"
"N21000280","BT100PN","","postcode","N21000280","sdz"
"N21000294","BT100PP","","postcode","N21000294","sdz"
"N21000294","BT100PQ","","postcode","N21000294","sdz"
"N21000294","BT100PR","","postcode","N21000294","sdz"
"N21000280","BT100PS","","postcode","N21000280","sdz"
"N21000294","BT100PT","","postcode","N21000294","sdz"
"N21000294","BT100PZ","","postcode","N21000294","sdz"
"N21000275","BT100QD","","postcode","N21000275","sdz"
"N21000289","BT100QE","","postcode","N21000289","sdz"
"N21000294","BT100QF","","postcode","N21000294","sdz"
"N21000294","BT100QG","","postcode","N21000294","sdz"
"N21000294","BT100QP","","postcode","N21000294","sdz"
"N21000294","BT100QQ","","postcode","N21000294","sdz"
"N21000294","BT100QR","","postcode","N21000294","sdz"
"N21000294","BT100QS","","postcode","N21000294","sdz"
"N21000294","BT100QT","","postcode","N21000294","sdz"
"N21000294","BT100QU","","postcode","N21000294","sdz"
"N21000294","BT100QX","","postcode","N21000294","sdz"
"N21000294","BT100QY","","postcode","N21000294","sdz"
"N21000294","BT100QZ","","postcode","N21000294","sdz"
"N21000294","BT100RA","","postcode","N21000294","sdz"
"N21000294","BT100RB","","postcode","N21000294","sdz"
"N21000294","BT100RD","","postcode","N21000294","sdz"
"N21000294","BT100RE","","postcode","N21000294","sdz"
"N21000280","BT100TA","","postcode","N21000280","sdz"
"N21000293","BT100TJ","","postcode","N21000293","sdz"
"N21000294","BT100WA","","postcode","N21000294","sdz"
"N21000294","BT100WB","","postcode","N21000294","sdz"
"N21000294","BT100YA","","postcode","N21000294","sdz"
"N21000294","BT100YB","","postcode","N21000294","sdz"
"N21000294","BT100YD","","postcode","N21000294","sdz"
"N21000294","BT100YE","","postcode","N21000294","sdz"
"N21000294","BT100ZY","","postcode","N21000294","sdz"
"N21000307","BT118AA","","postcode","N21000307","sdz"
"N21000307","BT118AB","","postcode","N21000307","sdz"
"N21000307","BT118AD","","postcode","N21000307","sdz"
"N21000307","BT118AE","","postcode","N21000307","sdz"
"N21000307","BT118AF","","postcode","N21000307","sdz"
"N21000307","BT118AG","","postcode","N21000307","sdz"
"N21000307","BT118AH","","postcode","N21000307","sdz"
"N21000307","BT118AJ","","postcode","N21000307","sdz"
"N21000307","BT118AL","","postcode","N21000307","sdz"
"N21000307","BT118AN","","postcode","N21000307","sdz"
"N21000307","BT118AP","","postcode","N21000307","sdz"
"N21000307","BT118AQ","","postcode","N21000307","sdz"
"N21000307","BT118AR","","postcode","N21000307","sdz"
"N21000307","BT118AS","","postcode","N21000307","sdz"
"N21000307","BT118AT","","postcode","N21000307","sdz"
"N21000307","BT118AU","","postcode","N21000307","sdz"
"N21000307","BT118AW","","postcode","N21000307","sdz"
"N21000307","BT118AX","","postcode","N21000307","sdz"
"N21000313","BT118AY","","postcode","N21000313","sdz"
"N21000313","BT118AZ","","postcode","N21000313","sdz"
"N21000307","BT118BA","","postcode","N21000307","sdz"
"N21000307","BT118BB","","postcode","N21000307","sdz"
"N21000307","BT118BD","","postcode","N21000307","sdz"
"N21000307","BT118BE","","postcode","N21000307","sdz"
"N21000307","BT118BG","","postcode","N21000307","sdz"
"N21000307","BT118BH","","postcode","N21000307","sdz"
"N21000307","BT118BJ","","postcode","N21000307","sdz"
"N21000308","BT118BL","","postcode","N21000308","sdz"
"N21000308","BT118BN","","postcode","N21000308","sdz"
"N21000308","BT118BP","","postcode","N21000308","sdz"
"N21000310","BT118BQ","","postcode","N21000310","sdz"
"N21000310","BT118BS","","postcode","N21000310","sdz"
"N21000307","BT118BT","","postcode","N21000307","sdz"
"N21000304","BT118BU","","postcode","N21000304","sdz"
"N21000310","BT118BW","","postcode","N21000310","sdz"
"N21000308","BT118BX","","postcode","N21000308","sdz"
"N21000310","BT118BY","","postcode","N21000310","sdz"
"N21000310","BT118BZ","","postcode","N21000310","sdz"
"N21000307","BT118DA","","postcode","N21000307","sdz"
"N21000307","BT118DB","","postcode","N21000307","sdz"
"N21000307","BT118DD","","postcode","N21000307","sdz"
"N21000306","BT118DE","","postcode","N21000306","sdz"
"N21000306","BT118DG","","postcode","N21000306","sdz"
"N21000306","BT118DH","","postcode","N21000306","sdz"
"N21000306","BT118DJ","","postcode","N21000306","sdz"
"N21000306","BT118DL","","postcode","N21000306","sdz"
"N21000306","BT118DN","","postcode","N21000306","sdz"
"N21000306","BT118DP","","postcode","N21000306","sdz"
"N21000310","BT118DQ","","postcode","N21000310","sdz"
"N21000306","BT118DR","","postcode","N21000306","sdz"
"N21000306","BT118DS","","postcode","N21000306","sdz"
"N21000306","BT118DT","","postcode","N21000306","sdz"
"N21000306","BT118DU","","postcode","N21000306","sdz"
"N21000306","BT118DW","","postcode","N21000306","sdz"
"N21000306","BT118DX","","postcode","N21000306","sdz"
"N21000306","BT118DY","","postcode","N21000306","sdz"
"N21000306","BT118DZ","","postcode","N21000306","sdz"
"N21000306","BT118EA","","postcode","N21000306","sdz"
"N21000306","BT118EB","","postcode","N21000306","sdz"
"N21000306","BT118ED","","postcode","N21000306","sdz"
"N21000306","BT118EE","","postcode","N21000306","sdz"
"N21000306","BT118EF","","postcode","N21000306","sdz"
"N21000308","BT118EG","","postcode","N21000308","sdz"
"N21000308","BT118EH","","postcode","N21000308","sdz"
"N21000308","BT118EJ","","postcode","N21000308","sdz"
"N21000306","BT118EL","","postcode","N21000306","sdz"
"N21000306","BT118EN","","postcode","N21000306","sdz"
"N21000313","BT118EP","","postcode","N21000313","sdz"
"N21000306","BT118EQ","","postcode","N21000306","sdz"
"N21000312","BT118ER","","postcode","N21000312","sdz"
"N21000306","BT118ES","","postcode","N21000306","sdz"
"N21000308","BT118ET","","postcode","N21000308","sdz"
"N21000307","BT118EU","","postcode","N21000307","sdz"
"N21000307","BT118EW","","postcode","N21000307","sdz"
"N21000304","BT118EY","","postcode","N21000304","sdz"
"N21000307","BT118FB","","postcode","N21000307","sdz"
"N21000307","BT118FD","","postcode","N21000307","sdz"
"N21000307","BT118FE","","postcode","N21000307","sdz"
"N21000308","BT118FF","","postcode","N21000308","sdz"
"N21000307","BT118FG","","postcode","N21000307","sdz"
"N21000307","BT118FH","","postcode","N21000307","sdz"
"N21000307","BT118FJ","","postcode","N21000307","sdz"
"N21000307","BT118FL","","postcode","N21000307","sdz"
"N21000307","BT118FN","","postcode","N21000307","sdz"
"N21000308","BT118FP","","postcode","N21000308","sdz"
"N21000308","BT118FQ","","postcode","N21000308","sdz"
"N21000308","BT118FR","","postcode","N21000308","sdz"
"N21000307","BT118FS","","postcode","N21000307","sdz"
"N21000307","BT118FT","","postcode","N21000307","sdz"
"N21000308","BT118FU","","postcode","N21000308","sdz"
"N21000307","BT118FW","","postcode","N21000307","sdz"
"N21000307","BT118FX","","postcode","N21000307","sdz"
"N21000307","BT118FY","","postcode","N21000307","sdz"
"N21000308","BT118FZ","","postcode","N21000308","sdz"
"N21000308","BT118GA","","postcode","N21000308","sdz"
"N21000308","BT118GB","","postcode","N21000308","sdz"
"N21000308","BT118GD","","postcode","N21000308","sdz"
"N21000308","BT118GE","","postcode","N21000308","sdz"
"N21000308","BT118GF","","postcode","N21000308","sdz"
"N21000311","BT118GG","","postcode","N21000311","sdz"
"N21000311","BT118GH","","postcode","N21000311","sdz"
"N21000311","BT118GJ","","postcode","N21000311","sdz"
"N21000311","BT118GL","","postcode","N21000311","sdz"
"N21000311","BT118GN","","postcode","N21000311","sdz"
"N21000308","BT118GP","","postcode","N21000308","sdz"
"N21000311","BT118GQ","","postcode","N21000311","sdz"
"N21000311","BT118GR","","postcode","N21000311","sdz"
"N21000311","BT118GS","","postcode","N21000311","sdz"
"N21000311","BT118GT","","postcode","N21000311","sdz"
"N21000311","BT118GU","","postcode","N21000311","sdz"
"N21000311","BT118GW","","postcode","N21000311","sdz"
"N21000311","BT118GX","","postcode","N21000311","sdz"
"N21000311","BT118GY","","postcode","N21000311","sdz"
"N21000311","BT118GZ","","postcode","N21000311","sdz"
"N21000311","BT118HB","","postcode","N21000311","sdz"
"N21000311","BT118HD","","postcode","N21000311","sdz"
"N21000311","BT118HE","","postcode","N21000311","sdz"
"N21000311","BT118HF","","postcode","N21000311","sdz"
"N21000311","BT118HG","","postcode","N21000311","sdz"
"N21000312","BT118HH","","postcode","N21000312","sdz"
"N21000311","BT118HJ","","postcode","N21000311","sdz"
"N21000311","BT118HL","","postcode","N21000311","sdz"
"N21000308","BT118HP","","postcode","N21000308","sdz"
"N21000310","BT118HQ","","postcode","N21000310","sdz"
"N21000308","BT118HR","","postcode","N21000308","sdz"
"N21000311","BT118HS","","postcode","N21000311","sdz"
"N21000311","BT118HT","","postcode","N21000311","sdz"
"N21000311","BT118HU","","postcode","N21000311","sdz"
"N21000308","BT118HW","","postcode","N21000308","sdz"
"N21000308","BT118HX","","postcode","N21000308","sdz"
"N21000311","BT118HY","","postcode","N21000311","sdz"
"N21000311","BT118JA","","postcode","N21000311","sdz"
"N21000311","BT118JB","","postcode","N21000311","sdz"
"N21000310","BT118JD","","postcode","N21000310","sdz"
"N21000311","BT118JE","","postcode","N21000311","sdz"
"N21000311","BT118JF","","postcode","N21000311","sdz"
"N21000311","BT118JG","","postcode","N21000311","sdz"
"N21000311","BT118JH","","postcode","N21000311","sdz"
"N21000311","BT118JJ","","postcode","N21000311","sdz"
"N21000311","BT118JL","","postcode","N21000311","sdz"
"N21000311","BT118JN","","postcode","N21000311","sdz"
"N21000311","BT118JP","","postcode","N21000311","sdz"
"N21000311","BT118JQ","","postcode","N21000311","sdz"
"N21000311","BT118JR","","postcode","N21000311","sdz"
"N21000311","BT118JS","","postcode","N21000311","sdz"
"N21000310","BT118JT","","postcode","N21000310","sdz"
"N21000311","BT118JU","","postcode","N21000311","sdz"
"N21000310","BT118JX","","postcode","N21000310","sdz"
"N21000308","BT118JY","","postcode","N21000308","sdz"
"N21000307","BT118JZ","","postcode","N21000307","sdz"
"N21000310","BT118LA","","postcode","N21000310","sdz"
"N21000310","BT118LB","","postcode","N21000310","sdz"
"N21000310","BT118LD","","postcode","N21000310","sdz"
"N21000310","BT118LE","","postcode","N21000310","sdz"
"N21000310","BT118LF","","postcode","N21000310","sdz"
"N21000312","BT118LG","","postcode","N21000312","sdz"
"N21000312","BT118LH","","postcode","N21000312","sdz"
"N21000312","BT118LJ","","postcode","N21000312","sdz"
"N21000312","BT118LL","","postcode","N21000312","sdz"
"N21000312","BT118LN","","postcode","N21000312","sdz"
"N21000312","BT118LP","","postcode","N21000312","sdz"
"N21000312","BT118LQ","","postcode","N21000312","sdz"
"N21000312","BT118LR","","postcode","N21000312","sdz"
"N21000312","BT118LS","","postcode","N21000312","sdz"
"N21000312","BT118LT","","postcode","N21000312","sdz"
"N21000312","BT118LU","","postcode","N21000312","sdz"
"N21000312","BT118LW","","postcode","N21000312","sdz"
"N21000312","BT118LX","","postcode","N21000312","sdz"
"N21000312","BT118LY","","postcode","N21000312","sdz"
"N21000312","BT118LZ","","postcode","N21000312","sdz"
"N21000312","BT118NA","","postcode","N21000312","sdz"
"N21000312","BT118NB","","postcode","N21000312","sdz"
"N21000312","BT118ND","","postcode","N21000312","sdz"
"N21000312","BT118NE","","postcode","N21000312","sdz"
"N21000312","BT118NF","","postcode","N21000312","sdz"
"N21000312","BT118NG","","postcode","N21000312","sdz"
"N21000312","BT118NH","","postcode","N21000312","sdz"
"N21000312","BT118NJ","","postcode","N21000312","sdz"
"N21000312","BT118NL","","postcode","N21000312","sdz"
"N21000312","BT118NN","","postcode","N21000312","sdz"
"N21000312","BT118NP","","postcode","N21000312","sdz"
"N21000312","BT118NQ","","postcode","N21000312","sdz"
"N21000310","BT118NR","","postcode","N21000310","sdz"
"N21000312","BT118NS","","postcode","N21000312","sdz"
"N21000306","BT118NT","","postcode","N21000306","sdz"
"N21000306","BT118NU","","postcode","N21000306","sdz"
"N21000306","BT118NX","","postcode","N21000306","sdz"
"N21000313","BT118NY","","postcode","N21000313","sdz"
"N21000313","BT118NZ","","postcode","N21000313","sdz"
"N21000313","BT118PA","","postcode","N21000313","sdz"
"N21000313","BT118PB","","postcode","N21000313","sdz"
"N21000304","BT118PD","","postcode","N21000304","sdz"
"N21000313","BT118PE","","postcode","N21000313","sdz"
"N21000313","BT118PF","","postcode","N21000313","sdz"
"N21000308","BT118PG","","postcode","N21000308","sdz"
"N21000308","BT118PH","","postcode","N21000308","sdz"
"N21000306","BT118PJ","","postcode","N21000306","sdz"
"N21000308","BT118PL","","postcode","N21000308","sdz"
"N21000308","BT118PN","","postcode","N21000308","sdz"
"N21000308","BT118PP","","postcode","N21000308","sdz"
"N21000308","BT118PQ","","postcode","N21000308","sdz"
"N21000308","BT118PR","","postcode","N21000308","sdz"
"N21000313","BT118PS","","postcode","N21000313","sdz"
"N21000310","BT118PT","","postcode","N21000310","sdz"
"N21000312","BT118PU","","postcode","N21000312","sdz"
"N21000308","BT118PW","","postcode","N21000308","sdz"
"N21000308","BT118PY","","postcode","N21000308","sdz"
"N21000308","BT118PZ","","postcode","N21000308","sdz"
"N21000308","BT118QB","","postcode","N21000308","sdz"
"N21000308","BT118QE","","postcode","N21000308","sdz"
"N21000308","BT118QF","","postcode","N21000308","sdz"
"N21000313","BT118QG","","postcode","N21000313","sdz"
"N21000308","BT118QH","","postcode","N21000308","sdz"
"N21000286","BT118QJ","","postcode","N21000286","sdz"
"N21000308","BT118QL","","postcode","N21000308","sdz"
"N21000304","BT118QN","","postcode","N21000304","sdz"
"N21000307","BT118QP","","postcode","N21000307","sdz"
"N21000313","BT118QQ","","postcode","N21000313","sdz"
"N21000304","BT118QR","","postcode","N21000304","sdz"
"N21000304","BT118QS","","postcode","N21000304","sdz"
"N21000308","BT118QT","","postcode","N21000308","sdz"
"N21000310","BT118QU","","postcode","N21000310","sdz"
"N21000304","BT118QW","","postcode","N21000304","sdz"
"N21000310","BT118QX","","postcode","N21000310","sdz"
"N21000310","BT118QY","","postcode","N21000310","sdz"
"N21000310","BT118QZ","","postcode","N21000310","sdz"
"N21000311","BT118RA","","postcode","N21000311","sdz"
"N21000310","BT118RB","","postcode","N21000310","sdz"
"N21000308","BT118RD","","postcode","N21000308","sdz"
"N21000310","BT118RE","","postcode","N21000310","sdz"
"N21000310","BT118RF","","postcode","N21000310","sdz"
"N21000310","BT118RG","","postcode","N21000310","sdz"
"N21000310","BT118RH","","postcode","N21000310","sdz"
"N21000310","BT118RJ","","postcode","N21000310","sdz"
"N21000310","BT118RP","","postcode","N21000310","sdz"
"N21000310","BT118RQ","","postcode","N21000310","sdz"
"N21000310","BT118RR","","postcode","N21000310","sdz"
"N21000310","BT118RS","","postcode","N21000310","sdz"
"N21000310","BT118RT","","postcode","N21000310","sdz"
"N21000310","BT118RU","","postcode","N21000310","sdz"
"N21000310","BT118RX","","postcode","N21000310","sdz"
"N21000311","BT118RY","","postcode","N21000311","sdz"
"N21000310","BT118SA","","postcode","N21000310","sdz"
"N21000308","BT118SD","","postcode","N21000308","sdz"
"N21000308","BT118SE","","postcode","N21000308","sdz"
"N21000308","BT118SG","","postcode","N21000308","sdz"
"N21000307","BT118SH","","postcode","N21000307","sdz"
"N21000308","BT118SJ","","postcode","N21000308","sdz"
"N21000310","BT118SL","","postcode","N21000310","sdz"
"N21000310","BT118SN","","postcode","N21000310","sdz"
"N21000310","BT118SP","","postcode","N21000310","sdz"
"N21000308","BT118SQ","","postcode","N21000308","sdz"
"N21000308","BT118SR","","postcode","N21000308","sdz"
"N21000308","BT118SU","","postcode","N21000308","sdz"
"N21000310","BT118SW","","postcode","N21000310","sdz"
"N21000307","BT118TA","","postcode","N21000307","sdz"
"N21000307","BT118TE","","postcode","N21000307","sdz"
"N21000307","BT118TF","","postcode","N21000307","sdz"
"N21000307","BT118TG","","postcode","N21000307","sdz"
"N21000307","BT118TH","","postcode","N21000307","sdz"
"N21000307","BT118TJ","","postcode","N21000307","sdz"
"N21000307","BT118TQ","","postcode","N21000307","sdz"
"N21000307","BT118WZ","","postcode","N21000307","sdz"
"N21000307","BT118YE","","postcode","N21000307","sdz"
"N21000307","BT118YF","","postcode","N21000307","sdz"
"N21000307","BT118YH","","postcode","N21000307","sdz"
"N21000307","BT119AA","","postcode","N21000307","sdz"
"N21000307","BT119AB","","postcode","N21000307","sdz"
"N21000307","BT119AD","","postcode","N21000307","sdz"
"N21000309","BT119AE","","postcode","N21000309","sdz"
"N21000308","BT119AF","","postcode","N21000308","sdz"
"N21000308","BT119AG","","postcode","N21000308","sdz"
"N21000308","BT119AH","","postcode","N21000308","sdz"
"N21000309","BT119AJ","","postcode","N21000309","sdz"
"N21000308","BT119AL","","postcode","N21000308","sdz"
"N21000315","BT119AN","","postcode","N21000315","sdz"
"N21000315","BT119AP","","postcode","N21000315","sdz"
"N21000315","BT119AQ","","postcode","N21000315","sdz"
"N21000315","BT119AR","","postcode","N21000315","sdz"
"N21000315","BT119AS","","postcode","N21000315","sdz"
"N21000315","BT119AT","","postcode","N21000315","sdz"
"N21000315","BT119AU","","postcode","N21000315","sdz"
"N21000315","BT119AW","","postcode","N21000315","sdz"
"N21000315","BT119AX","","postcode","N21000315","sdz"
"N21000315","BT119AY","","postcode","N21000315","sdz"
"N21000315","BT119AZ","","postcode","N21000315","sdz"
"N21000315","BT119BA","","postcode","N21000315","sdz"
"N21000315","BT119BB","","postcode","N21000315","sdz"
