"code","name","namew","type","parent","parent_type"
"N21000530","BT282WA","","postcode","N21000530","sdz"
"N21000530","BT282WB","","postcode","N21000530","sdz"
"N21000530","BT282WD","","postcode","N21000530","sdz"
"N21000532","BT282WE","","postcode","N21000532","sdz"
"N21000532","BT282WF","","postcode","N21000532","sdz"
"N21000530","BT282WG","","postcode","N21000530","sdz"
"N21000530","BT282WH","","postcode","N21000530","sdz"
"N21000532","BT282WJ","","postcode","N21000532","sdz"
"N21000525","BT282WL","","postcode","N21000525","sdz"
"N21000532","BT282WN","","postcode","N21000532","sdz"
"N21000530","BT282WP","","postcode","N21000530","sdz"
"N21000530","BT282WQ","","postcode","N21000530","sdz"
"N21000530","BT282WR","","postcode","N21000530","sdz"
"N21000530","BT282WS","","postcode","N21000530","sdz"
"N21000530","BT282WT","","postcode","N21000530","sdz"
"N21000527","BT282WU","","postcode","N21000527","sdz"
"N21000520","BT282WW","","postcode","N21000520","sdz"
"N21000527","BT282WX","","postcode","N21000527","sdz"
"N21000527","BT282WY","","postcode","N21000527","sdz"
"N21000532","BT282WZ","","postcode","N21000532","sdz"
"N21000512","BT282XA","","postcode","N21000512","sdz"
"N21000523","BT282XB","","postcode","N21000523","sdz"
"N21000524","BT282XD","","postcode","N21000524","sdz"
"N21000529","BT282XE","","postcode","N21000529","sdz"
"N21000532","BT282XF","","postcode","N21000532","sdz"
"N21000531","BT282XG","","postcode","N21000531","sdz"
"N21000527","BT282XH","","postcode","N21000527","sdz"
"N21000527","BT282XJ","","postcode","N21000527","sdz"
"N21000527","BT282XL","","postcode","N21000527","sdz"
"N21000528","BT282XN","","postcode","N21000528","sdz"
"N21000530","BT282XP","","postcode","N21000530","sdz"
"N21000523","BT282XQ","","postcode","N21000523","sdz"
"N21000530","BT282XR","","postcode","N21000530","sdz"
"N21000530","BT282XS","","postcode","N21000530","sdz"
"N21000529","BT282XT","","postcode","N21000529","sdz"
"N21000529","BT282XU","","postcode","N21000529","sdz"
"N21000529","BT282XW","","postcode","N21000529","sdz"
"N21000529","BT282XX","","postcode","N21000529","sdz"
"N21000530","BT282XY","","postcode","N21000530","sdz"
"N21000530","BT282XZ","","postcode","N21000530","sdz"
"N21000530","BT282YA","","postcode","N21000530","sdz"
"N21000530","BT282YB","","postcode","N21000530","sdz"
"N21000530","BT282YD","","postcode","N21000530","sdz"
"N21000529","BT282YE","","postcode","N21000529","sdz"
"N21000530","BT282YF","","postcode","N21000530","sdz"
"N21000530","BT282YG","","postcode","N21000530","sdz"
"N21000530","BT282YH","","postcode","N21000530","sdz"
"N21000530","BT282YJ","","postcode","N21000530","sdz"
"N21000530","BT282YL","","postcode","N21000530","sdz"
"N21000529","BT282YN","","postcode","N21000529","sdz"
"N21000512","BT282YP","","postcode","N21000512","sdz"
"N21000529","BT282YQ","","postcode","N21000529","sdz"
"N21000512","BT282YR","","postcode","N21000512","sdz"
"N21000512","BT282YS","","postcode","N21000512","sdz"
"N21000528","BT282YT","","postcode","N21000528","sdz"
"N21000530","BT282YU","","postcode","N21000530","sdz"
"N21000512","BT282YW","","postcode","N21000512","sdz"
"N21000512","BT282YX","","postcode","N21000512","sdz"
"N21000532","BT282YY","","postcode","N21000532","sdz"
"N21000530","BT282YZ","","postcode","N21000530","sdz"
"N21000527","BT282ZA","","postcode","N21000527","sdz"
"N21000530","BT282ZF","","postcode","N21000530","sdz"
"N21000532","BT282ZG","","postcode","N21000532","sdz"
"N21000532","BT282ZH","","postcode","N21000532","sdz"
"N21000532","BT282ZJ","","postcode","N21000532","sdz"
"N21000532","BT282ZL","","postcode","N21000532","sdz"
"N21000527","BT282ZN","","postcode","N21000527","sdz"
"N21000527","BT282ZP","","postcode","N21000527","sdz"
"N21000532","BT282ZQ","","postcode","N21000532","sdz"
"N21000527","BT282ZR","","postcode","N21000527","sdz"
"N21000527","BT282ZS","","postcode","N21000527","sdz"
"N21000527","BT282ZT","","postcode","N21000527","sdz"
"N21000527","BT282ZU","","postcode","N21000527","sdz"
"N21000532","BT282ZW","","postcode","N21000532","sdz"
"N21000532","BT282ZX","","postcode","N21000532","sdz"
"N21000532","BT282ZY","","postcode","N21000532","sdz"
"N21000540","BT283AA","","postcode","N21000540","sdz"
"N21000545","BT283AB","","postcode","N21000545","sdz"
"N21000542","BT283AD","","postcode","N21000542","sdz"
"N21000545","BT283AE","","postcode","N21000545","sdz"
"N21000545","BT283AF","","postcode","N21000545","sdz"
"N21000545","BT283AG","","postcode","N21000545","sdz"
"N21000542","BT283AH","","postcode","N21000542","sdz"
"N21000545","BT283AJ","","postcode","N21000545","sdz"
"N21000545","BT283AL","","postcode","N21000545","sdz"
"N21000531","BT283AN","","postcode","N21000531","sdz"
"N21000526","BT283AP","","postcode","N21000526","sdz"
"N21000526","BT283AQ","","postcode","N21000526","sdz"
"N21000522","BT283AR","","postcode","N21000522","sdz"
"N21000542","BT283AS","","postcode","N21000542","sdz"
"N21000521","BT283AU","","postcode","N21000521","sdz"
"N21000519","BT283AW","","postcode","N21000519","sdz"
"N21000521","BT283AX","","postcode","N21000521","sdz"
"N21000542","BT283AY","","postcode","N21000542","sdz"
"N21000522","BT283AZ","","postcode","N21000522","sdz"
"N21000522","BT283BA","","postcode","N21000522","sdz"
"N21000543","BT283BB","","postcode","N21000543","sdz"
"N21000542","BT283BD","","postcode","N21000542","sdz"
"N21000542","BT283BE","","postcode","N21000542","sdz"
"N21000526","BT283BF","","postcode","N21000526","sdz"
"N21000542","BT283BG","","postcode","N21000542","sdz"
"N21000543","BT283BH","","postcode","N21000543","sdz"
"N21000542","BT283BJ","","postcode","N21000542","sdz"
"N21000542","BT283BL","","postcode","N21000542","sdz"
"N21000543","BT283BN","","postcode","N21000543","sdz"
"N21000542","BT283BP","","postcode","N21000542","sdz"
"N21000542","BT283BQ","","postcode","N21000542","sdz"
"N21000540","BT283BS","","postcode","N21000540","sdz"
"N21000542","BT283BT","","postcode","N21000542","sdz"
"N21000543","BT283BU","","postcode","N21000543","sdz"
"N21000542","BT283BW","","postcode","N21000542","sdz"
"N21000543","BT283BX","","postcode","N21000543","sdz"
"N21000542","BT283BY","","postcode","N21000542","sdz"
"N21000542","BT283BZ","","postcode","N21000542","sdz"
"N21000526","BT283DA","","postcode","N21000526","sdz"
"N21000526","BT283DB","","postcode","N21000526","sdz"
"N21000526","BT283DD","","postcode","N21000526","sdz"
"N21000526","BT283DE","","postcode","N21000526","sdz"
"N21000526","BT283DF","","postcode","N21000526","sdz"
"N21000522","BT283DG","","postcode","N21000522","sdz"
"N21000542","BT283DH","","postcode","N21000542","sdz"
"N21000542","BT283DJ","","postcode","N21000542","sdz"
"N21000542","BT283DL","","postcode","N21000542","sdz"
"N21000542","BT283DN","","postcode","N21000542","sdz"
"N21000542","BT283DP","","postcode","N21000542","sdz"
"N21000522","BT283DQ","","postcode","N21000522","sdz"
"N21000528","BT283DR","","postcode","N21000528","sdz"
"N21000528","BT283DS","","postcode","N21000528","sdz"
"N21000528","BT283DT","","postcode","N21000528","sdz"
"N21000528","BT283DU","","postcode","N21000528","sdz"
"N21000542","BT283DW","","postcode","N21000542","sdz"
"N21000528","BT283DX","","postcode","N21000528","sdz"
"N21000528","BT283DY","","postcode","N21000528","sdz"
"N21000528","BT283DZ","","postcode","N21000528","sdz"
"N21000528","BT283EA","","postcode","N21000528","sdz"
"N21000542","BT283EB","","postcode","N21000542","sdz"
"N21000542","BT283ED","","postcode","N21000542","sdz"
"N21000521","BT283EE","","postcode","N21000521","sdz"
"N21000521","BT283EF","","postcode","N21000521","sdz"
"N21000521","BT283EG","","postcode","N21000521","sdz"
"N21000522","BT283EH","","postcode","N21000522","sdz"
"N21000528","BT283EJ","","postcode","N21000528","sdz"
"N21000519","BT283EL","","postcode","N21000519","sdz"
"N21000542","BT283EN","","postcode","N21000542","sdz"
"N21000522","BT283EP","","postcode","N21000522","sdz"
"N21000521","BT283EQ","","postcode","N21000521","sdz"
"N21000528","BT283ER","","postcode","N21000528","sdz"
"N21000527","BT283ES","","postcode","N21000527","sdz"
"N21000527","BT283ET","","postcode","N21000527","sdz"
"N21000527","BT283EU","","postcode","N21000527","sdz"
"N21000528","BT283EW","","postcode","N21000528","sdz"
"N21000527","BT283EX","","postcode","N21000527","sdz"
"N21000527","BT283EY","","postcode","N21000527","sdz"
"N21000527","BT283EZ","","postcode","N21000527","sdz"
"N21000542","BT283FA","","postcode","N21000542","sdz"
"N21000522","BT283FB","","postcode","N21000522","sdz"
"N21000527","BT283FD","","postcode","N21000527","sdz"
"N21000527","BT283FE","","postcode","N21000527","sdz"
"N21000527","BT283FF","","postcode","N21000527","sdz"
"N21000537","BT283FG","","postcode","N21000537","sdz"
"N21000537","BT283FH","","postcode","N21000537","sdz"
"N21000542","BT283FJ","","postcode","N21000542","sdz"
"N21000522","BT283FL","","postcode","N21000522","sdz"
"N21000522","BT283FN","","postcode","N21000522","sdz"
"N21000537","BT283FP","","postcode","N21000537","sdz"
"N21000542","BT283FQ","","postcode","N21000542","sdz"
"N21000542","BT283FR","","postcode","N21000542","sdz"
"N21000528","BT283FS","","postcode","N21000528","sdz"
"N21000542","BT283FT","","postcode","N21000542","sdz"
"N21000521","BT283FU","","postcode","N21000521","sdz"
"N21000542","BT283FW","","postcode","N21000542","sdz"
"N21000542","BT283FX","","postcode","N21000542","sdz"
"N21000528","BT283FY","","postcode","N21000528","sdz"
"N21000528","BT283FZ","","postcode","N21000528","sdz"
"N21000542","BT283GA","","postcode","N21000542","sdz"
"N21000521","BT283GB","","postcode","N21000521","sdz"
"N21000537","BT283GD","","postcode","N21000537","sdz"
"N21000521","BT283GE","","postcode","N21000521","sdz"
"N21000521","BT283GF","","postcode","N21000521","sdz"
"N21000521","BT283GG","","postcode","N21000521","sdz"
"N21000521","BT283GH","","postcode","N21000521","sdz"
"N21000521","BT283GJ","","postcode","N21000521","sdz"
"N21000521","BT283GL","","postcode","N21000521","sdz"
"N21000521","BT283GN","","postcode","N21000521","sdz"
"N21000521","BT283GP","","postcode","N21000521","sdz"
"N21000521","BT283GQ","","postcode","N21000521","sdz"
"N21000521","BT283GR","","postcode","N21000521","sdz"
"N21000521","BT283GS","","postcode","N21000521","sdz"
"N21000521","BT283GT","","postcode","N21000521","sdz"
"N21000521","BT283GU","","postcode","N21000521","sdz"
"N21000522","BT283GW","","postcode","N21000522","sdz"
"N21000537","BT283GX","","postcode","N21000537","sdz"
"N21000522","BT283GY","","postcode","N21000522","sdz"
"N21000543","BT283GZ","","postcode","N21000543","sdz"
"N21000522","BT283HA","","postcode","N21000522","sdz"
"N21000522","BT283HB","","postcode","N21000522","sdz"
"N21000526","BT283HD","","postcode","N21000526","sdz"
"N21000522","BT283HE","","postcode","N21000522","sdz"
"N21000526","BT283HF","","postcode","N21000526","sdz"
"N21000526","BT283HG","","postcode","N21000526","sdz"
"N21000526","BT283HH","","postcode","N21000526","sdz"
"N21000526","BT283HJ","","postcode","N21000526","sdz"
"N21000537","BT283HL","","postcode","N21000537","sdz"
"N21000522","BT283HN","","postcode","N21000522","sdz"
"N21000526","BT283HP","","postcode","N21000526","sdz"
"N21000522","BT283HQ","","postcode","N21000522","sdz"
"N21000526","BT283HR","","postcode","N21000526","sdz"
"N21000526","BT283HS","","postcode","N21000526","sdz"
"N21000526","BT283HT","","postcode","N21000526","sdz"
"N21000522","BT283HU","","postcode","N21000522","sdz"
"N21000522","BT283HW","","postcode","N21000522","sdz"
"N21000522","BT283HX","","postcode","N21000522","sdz"
"N21000522","BT283HY","","postcode","N21000522","sdz"
"N21000522","BT283HZ","","postcode","N21000522","sdz"
"N21000519","BT283JA","","postcode","N21000519","sdz"
"N21000526","BT283JB","","postcode","N21000526","sdz"
"N21000519","BT283JD","","postcode","N21000519","sdz"
"N21000522","BT283JE","","postcode","N21000522","sdz"
"N21000522","BT283JF","","postcode","N21000522","sdz"
"N21000522","BT283JG","","postcode","N21000522","sdz"
"N21000528","BT283JH","","postcode","N21000528","sdz"
"N21000528","BT283JJ","","postcode","N21000528","sdz"
"N21000528","BT283JL","","postcode","N21000528","sdz"
"N21000528","BT283JN","","postcode","N21000528","sdz"
"N21000526","BT283JP","","postcode","N21000526","sdz"
"N21000540","BT283JQ","","postcode","N21000540","sdz"
"N21000528","BT283JR","","postcode","N21000528","sdz"
"N21000526","BT283JS","","postcode","N21000526","sdz"
"N21000526","BT283JT","","postcode","N21000526","sdz"
"N21000526","BT283JU","","postcode","N21000526","sdz"
"N21000528","BT283JW","","postcode","N21000528","sdz"
"N21000526","BT283JX","","postcode","N21000526","sdz"
"N21000526","BT283JY","","postcode","N21000526","sdz"
"N21000526","BT283JZ","","postcode","N21000526","sdz"
"N21000528","BT283LA","","postcode","N21000528","sdz"
"N21000528","BT283LB","","postcode","N21000528","sdz"
"N21000528","BT283LD","","postcode","N21000528","sdz"
"N21000528","BT283LE","","postcode","N21000528","sdz"
"N21000528","BT283LF","","postcode","N21000528","sdz"
"N21000528","BT283LG","","postcode","N21000528","sdz"
"N21000528","BT283LH","","postcode","N21000528","sdz"
"N21000528","BT283LJ","","postcode","N21000528","sdz"
"N21000528","BT283LL","","postcode","N21000528","sdz"
"N21000543","BT283LN","","postcode","N21000543","sdz"
"N21000542","BT283LP","","postcode","N21000542","sdz"
"N21000528","BT283LQ","","postcode","N21000528","sdz"
"N21000542","BT283LR","","postcode","N21000542","sdz"
"N21000542","BT283LS","","postcode","N21000542","sdz"
"N21000542","BT283LT","","postcode","N21000542","sdz"
"N21000542","BT283LU","","postcode","N21000542","sdz"
"N21000542","BT283LW","","postcode","N21000542","sdz"
"N21000528","BT283LX","","postcode","N21000528","sdz"
"N21000542","BT283LY","","postcode","N21000542","sdz"
"N21000542","BT283LZ","","postcode","N21000542","sdz"
"N21000542","BT283NA","","postcode","N21000542","sdz"
"N21000542","BT283NB","","postcode","N21000542","sdz"
"N21000542","BT283ND","","postcode","N21000542","sdz"
"N21000542","BT283NE","","postcode","N21000542","sdz"
"N21000522","BT283NF","","postcode","N21000522","sdz"
"N21000521","BT283NG","","postcode","N21000521","sdz"
"N21000542","BT283NH","","postcode","N21000542","sdz"
"N21000542","BT283NJ","","postcode","N21000542","sdz"
"N21000542","BT283NL","","postcode","N21000542","sdz"
"N21000542","BT283NN","","postcode","N21000542","sdz"
"N21000542","BT283NP","","postcode","N21000542","sdz"
"N21000542","BT283NQ","","postcode","N21000542","sdz"
"N21000542","BT283NR","","postcode","N21000542","sdz"
"N21000519","BT283NS","","postcode","N21000519","sdz"
"N21000540","BT283NT","","postcode","N21000540","sdz"
"N21000542","BT283NU","","postcode","N21000542","sdz"
"N21000542","BT283NW","","postcode","N21000542","sdz"
"N21000521","BT283NX","","postcode","N21000521","sdz"
"N21000522","BT283NY","","postcode","N21000522","sdz"
"N21000521","BT283NZ","","postcode","N21000521","sdz"
"N21000537","BT283PA","","postcode","N21000537","sdz"
"N21000540","BT283PB","","postcode","N21000540","sdz"
"N21000542","BT283PD","","postcode","N21000542","sdz"
"N21000528","BT283PE","","postcode","N21000528","sdz"
"N21000528","BT283PF","","postcode","N21000528","sdz"
"N21000528","BT283PG","","postcode","N21000528","sdz"
"N21000543","BT283PH","","postcode","N21000543","sdz"
"N21000526","BT283PJ","","postcode","N21000526","sdz"
"N21000519","BT283PL","","postcode","N21000519","sdz"
"N21000528","BT283PN","","postcode","N21000528","sdz"
"N21000542","BT283PP","","postcode","N21000542","sdz"
"N21000528","BT283PQ","","postcode","N21000528","sdz"
"N21000542","BT283PR","","postcode","N21000542","sdz"
"N21000542","BT283PS","","postcode","N21000542","sdz"
"N21000542","BT283PT","","postcode","N21000542","sdz"
"N21000542","BT283PU","","postcode","N21000542","sdz"
"N21000528","BT283PW","","postcode","N21000528","sdz"
"N21000542","BT283PX","","postcode","N21000542","sdz"
"N21000542","BT283PY","","postcode","N21000542","sdz"
"N21000542","BT283PZ","","postcode","N21000542","sdz"
"N21000542","BT283QA","","postcode","N21000542","sdz"
"N21000542","BT283QB","","postcode","N21000542","sdz"
"N21000543","BT283QD","","postcode","N21000543","sdz"
"N21000526","BT283QE","","postcode","N21000526","sdz"
"N21000540","BT283QF","","postcode","N21000540","sdz"
"N21000526","BT283QG","","postcode","N21000526","sdz"
"N21000526","BT283QH","","postcode","N21000526","sdz"
"N21000521","BT283QJ","","postcode","N21000521","sdz"
"N21000540","BT283QL","","postcode","N21000540","sdz"
"N21000540","BT283QN","","postcode","N21000540","sdz"
"N21000519","BT283QP","","postcode","N21000519","sdz"
"N21000522","BT283QQ","","postcode","N21000522","sdz"
"N21000521","BT283QR","","postcode","N21000521","sdz"
"N21000524","BT283QS","","postcode","N21000524","sdz"
"N21000519","BT283QT","","postcode","N21000519","sdz"
"N21000519","BT283QU","","postcode","N21000519","sdz"
"N21000522","BT283QW","","postcode","N21000522","sdz"
"N21000524","BT283QX","","postcode","N21000524","sdz"
"N21000519","BT283QY","","postcode","N21000519","sdz"
"N21000524","BT283QZ","","postcode","N21000524","sdz"
"N21000519","BT283RA","","postcode","N21000519","sdz"
"N21000524","BT283RB","","postcode","N21000524","sdz"
"N21000519","BT283RD","","postcode","N21000519","sdz"
"N21000519","BT283RE","","postcode","N21000519","sdz"
"N21000526","BT283RF","","postcode","N21000526","sdz"
"N21000519","BT283RG","","postcode","N21000519","sdz"
"N21000540","BT283RJ","","postcode","N21000540","sdz"
"N21000542","BT283RL","","postcode","N21000542","sdz"
"N21000540","BT283RN","","postcode","N21000540","sdz"
"N21000542","BT283RP","","postcode","N21000542","sdz"
"N21000519","BT283RQ","","postcode","N21000519","sdz"
"N21000542","BT283RR","","postcode","N21000542","sdz"
"N21000537","BT283RS","","postcode","N21000537","sdz"
"N21000542","BT283RT","","postcode","N21000542","sdz"
"N21000537","BT283RU","","postcode","N21000537","sdz"
"N21000521","BT283RW","","postcode","N21000521","sdz"
"N21000521","BT283RX","","postcode","N21000521","sdz"
"N21000537","BT283RY","","postcode","N21000537","sdz"
"N21000537","BT283RZ","","postcode","N21000537","sdz"
"N21000542","BT283SA","","postcode","N21000542","sdz"
"N21000542","BT283SB","","postcode","N21000542","sdz"
"N21000521","BT283SD","","postcode","N21000521","sdz"
"N21000542","BT283SE","","postcode","N21000542","sdz"
"N21000519","BT283SF","","postcode","N21000519","sdz"
"N21000539","BT283SG","","postcode","N21000539","sdz"
"N21000537","BT283SH","","postcode","N21000537","sdz"
"N21000519","BT283SJ","","postcode","N21000519","sdz"
"N21000519","BT283SL","","postcode","N21000519","sdz"
"N21000519","BT283SN","","postcode","N21000519","sdz"
"N21000519","BT283SP","","postcode","N21000519","sdz"
"N21000537","BT283SQ","","postcode","N21000537","sdz"
"N21000519","BT283SR","","postcode","N21000519","sdz"
"N21000519","BT283SS","","postcode","N21000519","sdz"
"N21000519","BT283ST","","postcode","N21000519","sdz"
"N21000519","BT283SU","","postcode","N21000519","sdz"
"N21000519","BT283SW","","postcode","N21000519","sdz"
"N21000519","BT283SX","","postcode","N21000519","sdz"
"N21000519","BT283SY","","postcode","N21000519","sdz"
"N21000519","BT283SZ","","postcode","N21000519","sdz"
"N21000519","BT283TA","","postcode","N21000519","sdz"
"N21000519","BT283TB","","postcode","N21000519","sdz"
"N21000519","BT283TD","","postcode","N21000519","sdz"
"N21000519","BT283TE","","postcode","N21000519","sdz"
"N21000519","BT283TF","","postcode","N21000519","sdz"
"N21000519","BT283TG","","postcode","N21000519","sdz"
"N21000519","BT283TH","","postcode","N21000519","sdz"
"N21000519","BT283TJ","","postcode","N21000519","sdz"
"N21000537","BT283TL","","postcode","N21000537","sdz"
"N21000537","BT283TN","","postcode","N21000537","sdz"
"N21000537","BT283TP","","postcode","N21000537","sdz"
"N21000537","BT283TQ","","postcode","N21000537","sdz"
"N21000537","BT283TR","","postcode","N21000537","sdz"
"N21000537","BT283TS","","postcode","N21000537","sdz"
"N21000537","BT283TT","","postcode","N21000537","sdz"
"N21000537","BT283TU","","postcode","N21000537","sdz"
"N21000519","BT283TW","","postcode","N21000519","sdz"
"N21000537","BT283TX","","postcode","N21000537","sdz"
"N21000537","BT283TY","","postcode","N21000537","sdz"
"N21000537","BT283TZ","","postcode","N21000537","sdz"
"N21000537","BT283UA","","postcode","N21000537","sdz"
"N21000537","BT283UB","","postcode","N21000537","sdz"
"N21000522","BT283UD","","postcode","N21000522","sdz"
"N21000522","BT283UE","","postcode","N21000522","sdz"
"N21000522","BT283UF","","postcode","N21000522","sdz"
"N21000521","BT283UG","","postcode","N21000521","sdz"
"N21000521","BT283UH","","postcode","N21000521","sdz"
"N21000521","BT283UJ","","postcode","N21000521","sdz"
"N21000521","BT283UL","","postcode","N21000521","sdz"
"N21000521","BT283UN","","postcode","N21000521","sdz"
"N21000524","BT283UP","","postcode","N21000524","sdz"
"N21000521","BT283UQ","","postcode","N21000521","sdz"
"N21000522","BT283UR","","postcode","N21000522","sdz"
"N21000522","BT283US","","postcode","N21000522","sdz"
"N21000524","BT283UT","","postcode","N21000524","sdz"
"N21000524","BT283UU","","postcode","N21000524","sdz"
"N21000524","BT283UX","","postcode","N21000524","sdz"
"N21000524","BT283UY","","postcode","N21000524","sdz"
"N21000524","BT283UZ","","postcode","N21000524","sdz"
"N21000540","BT283WA","","postcode","N21000540","sdz"
"N21000522","BT283WB","","postcode","N21000522","sdz"
"N21000522","BT283WD","","postcode","N21000522","sdz"
"N21000540","BT283WE","","postcode","N21000540","sdz"
"N21000540","BT283WF","","postcode","N21000540","sdz"
"N21000537","BT283WJ","","postcode","N21000537","sdz"
"N21000519","BT283WL","","postcode","N21000519","sdz"
"N21000522","BT283WN","","postcode","N21000522","sdz"
"N21000542","BT283WP","","postcode","N21000542","sdz"
"N21000522","BT283WQ","","postcode","N21000522","sdz"
"N21000522","BT283WR","","postcode","N21000522","sdz"
"N21000522","BT283WS","","postcode","N21000522","sdz"
"N21000522","BT283WT","","postcode","N21000522","sdz"
"N21000521","BT283WU","","postcode","N21000521","sdz"
"N21000522","BT283WW","","postcode","N21000522","sdz"
"N21000542","BT283WX","","postcode","N21000542","sdz"
"N21000542","BT283WY","","postcode","N21000542","sdz"
"N21000542","BT283WZ","","postcode","N21000542","sdz"
"N21000524","BT283XA","","postcode","N21000524","sdz"
"N21000524","BT283XB","","postcode","N21000524","sdz"
"N21000524","BT283XD","","postcode","N21000524","sdz"
"N21000520","BT283XE","","postcode","N21000520","sdz"
"N21000520","BT283XF","","postcode","N21000520","sdz"
"N21000520","BT283XG","","postcode","N21000520","sdz"
"N21000524","BT283XH","","postcode","N21000524","sdz"
"N21000520","BT283XJ","","postcode","N21000520","sdz"
"N21000520","BT283XL","","postcode","N21000520","sdz"
"N21000519","BT283XN","","postcode","N21000519","sdz"
"N21000519","BT283XP","","postcode","N21000519","sdz"
"N21000520","BT283XQ","","postcode","N21000520","sdz"
"N21000519","BT283XR","","postcode","N21000519","sdz"
"N21000519","BT283XS","","postcode","N21000519","sdz"
"N21000519","BT283XT","","postcode","N21000519","sdz"
"N21000519","BT283XU","","postcode","N21000519","sdz"
"N21000519","BT283XW","","postcode","N21000519","sdz"
"N21000522","BT283XX","","postcode","N21000522","sdz"
"N21000521","BT283XY","","postcode","N21000521","sdz"
"N21000521","BT283XZ","","postcode","N21000521","sdz"
"N21000521","BT283YA","","postcode","N21000521","sdz"
"N21000526","BT283YB","","postcode","N21000526","sdz"
"N21000522","BT283YD","","postcode","N21000522","sdz"
"N21000526","BT283YE","","postcode","N21000526","sdz"
"N21000521","BT283YF","","postcode","N21000521","sdz"
"N21000521","BT283YH","","postcode","N21000521","sdz"
"N21000540","BT283YJ","","postcode","N21000540","sdz"
"N21000526","BT283YL","","postcode","N21000526","sdz"
"N21000540","BT283YN","","postcode","N21000540","sdz"
"N21000542","BT283YP","","postcode","N21000542","sdz"
"N21000526","BT283YQ","","postcode","N21000526","sdz"
"N21000526","BT283YR","","postcode","N21000526","sdz"
"N21000528","BT283YS","","postcode","N21000528","sdz"
"N21000528","BT283YT","","postcode","N21000528","sdz"
"N21000526","BT283YU","","postcode","N21000526","sdz"
"N21000522","BT283YW","","postcode","N21000522","sdz"
"N21000521","BT283YX","","postcode","N21000521","sdz"
"N21000521","BT283YY","","postcode","N21000521","sdz"
"N21000521","BT283YZ","","postcode","N21000521","sdz"
"N21000521","BT283ZA","","postcode","N21000521","sdz"
"N21000521","BT283ZE","","postcode","N21000521","sdz"
"N21000521","BT283ZF","","postcode","N21000521","sdz"
"N21000521","BT283ZG","","postcode","N21000521","sdz"
"N21000522","BT283ZH","","postcode","N21000522","sdz"
"N21000537","BT283ZJ","","postcode","N21000537","sdz"
"N21000522","BT283ZL","","postcode","N21000522","sdz"
"N21000526","BT283ZN","","postcode","N21000526","sdz"
"N21000526","BT283ZP","","postcode","N21000526","sdz"
"N21000526","BT283ZQ","","postcode","N21000526","sdz"
"N21000526","BT283ZR","","postcode","N21000526","sdz"
"N21000526","BT283ZS","","postcode","N21000526","sdz"
"N21000526","BT283ZT","","postcode","N21000526","sdz"
"N21000526","BT283ZU","","postcode","N21000526","sdz"
"N21000522","BT283ZW","","postcode","N21000522","sdz"
"N21000526","BT283ZX","","postcode","N21000526","sdz"
"N21000526","BT283ZY","","postcode","N21000526","sdz"
"N21000530","BT288SB","","postcode","N21000530","sdz"
"N21000251","BT28AA","","postcode","N21000251","sdz"
"N21000253","BT28AB","","postcode","N21000253","sdz"
"N21000253","BT28AD","","postcode","N21000253","sdz"
"N21000251","BT28AH","","postcode","N21000251","sdz"
"N21000253","BT28AJ","","postcode","N21000253","sdz"
"N21000251","BT28AL","","postcode","N21000251","sdz"
"N21000251","BT28AP","","postcode","N21000251","sdz"
"N21000253","BT28AR","","postcode","N21000253","sdz"
"N21000253","BT28AS","","postcode","N21000253","sdz"
"N21000251","BT28BA","","postcode","N21000251","sdz"
"N21000253","BT28BB","","postcode","N21000253","sdz"
"N21000253","BT28BD","","postcode","N21000253","sdz"
"N21000251","BT28BG","","postcode","N21000251","sdz"
"N21000251","BT28BP","","postcode","N21000251","sdz"
"N21000251","BT28BS","","postcode","N21000251","sdz"
"N21000253","BT28DA","","postcode","N21000253","sdz"
"N21000251","BT28DJ","","postcode","N21000251","sdz"
"N21000251","BT28DL","","postcode","N21000251","sdz"
"N21000251","BT28DN","","postcode","N21000251","sdz"
"N21000251","BT28DQ","","postcode","N21000251","sdz"
"N21000251","BT28DR","","postcode","N21000251","sdz"
"N21000251","BT28DS","","postcode","N21000251","sdz"
"N21000251","BT28DT","","postcode","N21000251","sdz"
"N21000253","BT28DX","","postcode","N21000253","sdz"
"N21000251","BT28DY","","postcode","N21000251","sdz"
"N21000251","BT28EA","","postcode","N21000251","sdz"
"N21000251","BT28EB","","postcode","N21000251","sdz"
"N21000251","BT28ED","","postcode","N21000251","sdz"
"N21000251","BT28EJ","","postcode","N21000251","sdz"
"N21000251","BT28EL","","postcode","N21000251","sdz"
"N21000251","BT28EN","","postcode","N21000251","sdz"
"N21000251","BT28EP","","postcode","N21000251","sdz"
"N21000251","BT28EQ","","postcode","N21000251","sdz"
"N21000251","BT28FD","","postcode","N21000251","sdz"
"N21000251","BT28FE","","postcode","N21000251","sdz"
"N21000251","BT28FF","","postcode","N21000251","sdz"
"N21000251","BT28FH","","postcode","N21000251","sdz"
"N21000251","BT28FJ","","postcode","N21000251","sdz"
"N21000251","BT28FR","","postcode","N21000251","sdz"
"N21000251","BT28GA","","postcode","N21000251","sdz"
"N21000251","BT28GB","","postcode","N21000251","sdz"
"N21000251","BT28GD","","postcode","N21000251","sdz"
"N21000251","BT28GE","","postcode","N21000251","sdz"
"N21000251","BT28GG","","postcode","N21000251","sdz"
"N21000251","BT28HB","","postcode","N21000251","sdz"
"N21000251","BT28HD","","postcode","N21000251","sdz"
